IHBAS-CPCB,Shadipur-CPCB
0.23,
0.23,
0.23,2.1933333333333334
0.27,5.86
0.43,6.7
1.08,12.57
1.63,15.71
2.24,11.12
2.08,21.09
0.93,30.58
0.3,6.21
0.24,9.623000000000001
0.3,10.257142857142856
0.25,9.7925
0.26,10.57375
0.24,9.244285714285715
0.26,6.268
0.38,0.99
0.5,0.76
0.41,6.955
0.27,
0.19,4.03
0.09,1.57
0.07,0.54
0.08,
0.12,
0.1,1.165
0.12,6.296666666666667
0.21,7.58625
0.26,10.705000000000002
0.23,13.440909090909093
0.22,12.1975
0.14,14.713999999999999
0.08,17.29111111111111
0.07,10.526666666666667
0.07,11.075
0.08,10.293333333333333
0.1,11.046666666666667
0.18,11.290000000000001
0.27,10.632000000000001
0.23,7.6850000000000005
0.22,7.863333333333333
0.16,4.7275
0.13,6.955
0.14,
0.13,4.03
0.11,
0.11,
0.07,
0.09,3.74
0.12,0.8966666666666666
0.16,4.853333333333333
0.25,5.447777777777778
0.22,11.373000000000001
0.28,13.431818181818182
0.31,12.526363636363635
0.26,15.145999999999997
0.18,17.240000000000002
0.14,11.042000000000002
0.11,11.015555555555554
0.12,9.555714285714286
0.13,10.42
0.15,10.754285714285716
0.16,9.483333333333334
0.15,8.84375
0.15,8.141111111111112
0.1,5.01625
0.1,6.955
0.11,
0.11,
0.12,
0.12,
0.11,1.59
0.15,2.33
0.14,1.415
0.18,5.3340000000000005
0.21,5.866250000000001
0.35,11.516666666666666
0.43,14.129
0.33,11.697272727272729
0.15,13.32181818181818
0.14,16.045
0.11,9.923000000000002
0.13,9.26222222222222
0.17,9.01
0.19,8.501428571428571
0.2,8.17125
0.13,8.895714285714286
0.16,9.206666666666665
0.15,8.239999999999998
0.21,5.31625
0.2,5.043333333333334
0.12,7.78
0.16,0.6
0.1,3.6100000000000003
0.09,4.86
0.09,0.55
0.08,4.84
0.1,7.135
0.14,5.6475
0.15,6.52
0.15,13.095555555555556
0.15,14.156666666666666
0.19,12.596923076923076
0.15,13.050833333333335
0.15,17.672222222222224
0.18,9.434545454545455
0.23,10.184999999999999
0.15,7.484444444444446
0.17,7.558999999999999
0.18,7.767
0.18,6.4622222222222225
0.2,8.515
0.29,8.956363636363635
0.27,7.002222222222223
0.25,3.2725000000000004
0.15,
0.12,
0.1,
0.11,
0.08,
0.06,
0.08,6.135
0.1,5.713333333333334
0.16,8.96
0.26,12.047499999999998
0.44,15.831666666666665
0.68,4.2
0.56,13.177857142857144
0.47,16.279
0.51,10.52111111111111
0.61,7.69
0.7,4.18
0.53,0.86
0.65,0.81
0.4,7.693333333333334
0.28,7.823333333333333
0.22,7.481818181818181
0.2,5.506666666666667
0.17,3.8566666666666674
0.19,
0.17,
0.16,
0.16,
0.15,
0.06,
0.07,
0.1,3.795
0.2,6.63875
0.39,5.04
0.52,10.32
1.01,8.71
1.6,18.56
1.91,21.69
2.1,18.21
1.87,15.87
1.46,11.62
1.04,15.1
0.92,14.43
0.85,10.38
0.86,11.34
0.99,8.51
0.85,7.38
0.48,5.91
0.44,3.16
0.28,22.5
0.18,16.01
0.15,
0.08,3.65
0.08,10.14
0.1,6.41
0.13,6.484999999999999
0.14,2.51
0.31,11.86
0.72,23.0
1.42,15.88
3.21,21.26
2.99,26.41
3.6,14.53
5.23,18.67
6.59,16.16
6.68,13.3
5.47,16.17
3.91,15.88
5.08,14.6
4.87,12.49
0.44625000000000004,3.67
0.3588235294117647,3.565
0.54,
0.66,
0.44,1.57
0.37,0.54
0.16941176470588235,
0.11294117647058824,
0.33,
0.22,8.655
0.57,1.24
0.69,15.26
1.2,22.0
2.17,14.64
3.28,17.57
3.45,13.93
5.37,15.51
7.33,18.21
12.44,17.46
9.31,12.26
3.17,15.95
2.12,7.3
1.81,11.66
1.64,10.64
1.27,8.38
1.06,3.565
0.67,
0.65,4.03
0.6,
0.72,
0.49,
0.18,
0.24,1.18
0.33,4.4799999999999995
0.57,2.64
1.35,26.58
1.68,23.87
1.85,28.57
1.94,21.35
0.94,14.55
0.8,15.68
0.53,10.54
0.52,5.13
0.59,6.66
0.63,7.54
0.7,3.74
0.86,10.63
0.99,9.79
0.8,4.71
0.61,3.565
0.44,
0.29,
0.2,
0.17,
0.16,
0.15,
0.18,1.15
0.17,7.365
0.24,6.89625
0.29,12.093636363636364
0.2,14.570000000000004
1.1075,12.68
1.1893749999999998,3.27
0.9049999999999999,3.21
1.0025000000000002,11.855714285714287
1.16375,9.8375
1.5037500000000001,2.76
1.2868749999999998,4.91
0.8606250000000001,7.49
0.69125,7.46
0.769375,12.57
0.21,4.38
0.43,7.1
0.28,1.22
0.38,7.78
0.2,0.6
0.14,5.24
0.11,9.23
0.08,0.55
0.06,4.84
0.06,5.98
0.16,3.91
0.23,13.16
0.42,14.77
0.47,3.97
0.58,5.98
0.76,2.82
0.29,12.882
0.16,12.014285714285714
0.18,11.27
0.15,7.85625
0.1,7.577777777777777
0.18,8.392222222222223
0.24,7.0125
0.18,10.275714285714287
0.25,8.492222222222223
0.2,6.800000000000002
0.19,4.136666666666668
0.15,
0.15,
0.25,
0.26,
0.18,
0.14,
0.14,7.01
0.12,0.77
0.17,13.91
0.31,12.89
0.23,14.500000000000002
0.3,13.708666666666664
1.27,7.62
0.36,4.32
0.26,12.76375
0.17,10.89
0.22,8.73125
0.26,9.001428571428571
0.3,9.967142857142857
0.43,7.708333333333335
0.46,8.58
0.36,1.93
0.45,5.6000000000000005
0.39,3.8566666666666674
0.31,
0.19,
0.12,
0.08,
0.12,
0.16,
0.12,
0.15,1.73
0.18,7.05
0.3,4.79
0.4,9.76
0.59,9.4
0.94,13.846923076923078
0.33,13.648181818181818
0.3,12.87125
0.22,14.994285714285711
0.14,10.21125
0.15,11.059999999999999
0.18,10.55875
0.18,7.9225
0.21,9.004444444444445
0.22,8.192
0.27,6.567777777777778
0.19,7.02
0.15,2.75
0.15,22.5
0.13,16.01
0.11,
0.09,3.65
0.06,10.14
0.11,6.41
0.13,5.916666666666667
0.19,8.06125
0.37,11.695384615384615
0.6,12.94
0.76,14.67
0.8,17.81
0.35,6.78
0.26,11.521666666666667
0.33,11.832
0.22,9.040000000000001
0.31,8.846666666666666
0.36,10.101666666666668
0.42,6.965000000000001
0.34,10.15
0.59,5.91
0.69,1.17
0.27,1.22
0.24,
0.18,
0.12,
0.08,
0.18,
0.07,
0.11,
0.18,13.35
0.41,7.8340000000000005
0.51,3.51
0.87,9.64
1.09,12.07
0.23,10.514166666666666
0.14,9.467500000000001
0.1,13.01
0.11,11.96
0.1,7.055000000000001
0.1,8.040000000000001
0.14,8.358
0.17,4.9975
0.25,7.428333333333334
0.27,5.9399999999999995
0.11,4.752000000000001
0.13,1.22
0.17,
0.16,4.03
0.13,
0.16,
0.14,
0.12,
0.15,1.18
0.11,3.69
0.2952941176470589,9.309999999999999
0.5747058823529413,9.577777777777778
0.5494117647058825,12.815000000000001
0.64625,13.516
0.7141176470588235,13.570999999999998
0.6035294117647059,11.448571428571428
0.6658823529411765,13.955
0.8017647058823529,13.78
0.6229411764705882,6.590000000000001
0.45187499999999997,9.9575
0.32562500000000005,10.32
0.34562499999999996,4.7
0.39375,7.952500000000001
0.18,5.111666666666666
0.12,4.42
0.13,1.22
0.13,
0.12,
0.12,
0.13,
0.1,
0.09,
0.13294117647058823,1.15
0.16058823529411764,7.09
0.07,9.396
0.4,9.762222222222224
0.15,10.318999999999999
0.1,10.700999999999999
0.12,8.209090909090907
0.1,7.65125
0.1,6.546666666666667
0.24,4.1433333333333335
0.15,3.796666666666667
0.16,7.083333333333333
0.23,5.46
0.23,7.4799999999999995
0.32,10.236666666666666
0.19,5.287999999999999
0.14,5.133333333333334
0.14,4.61
0.21833333333333338,
0.2175,
0.16625,
0.08,
0.06,
0.07,
0.15,
0.19,3.83
0.24,10.666666666666666
0.41,6.651428571428572
0.49,4.3
0.62,4.75
0.54,7.21
0.52,14.43
0.47,7.84
0.47,7.13
0.67,2.87
0.67,9.92
0.62,7.38
0.64,1.49
0.76,4.03
1.25,5.54
0.45,1.17
0.23,
0.23,
0.17,
0.15,
0.12,
0.09,
0.08,
0.08,
0.07,
0.17,13.91
0.39,1.42
0.46,14.23
0.51,10.36
0.35,15.58
0.21,9.36
0.2,11.566666666666668
0.15,8.4275
0.3,5.573333333333333
0.34,4.329999999999999
0.34,4.47
0.33,2.615
0.35,3.035
0.19,5.602499999999999
0.18,1.17
0.15,
0.14,
0.14,
0.13,
0.1,
0.08,
0.07,
0.08,
0.14,
0.18,
0.78,3.9275
0.28,12.340909090909092
0.17,11.131818181818183
0.28,10.205555555555556
0.12,13.476666666666667
0.07,9.132
0.07,11.799999999999999
0.09,10.0
0.16,9.698
0.17,7.432
0.21,5.7325
0.7,7.015000000000001
0.14,7.495
0.11,5.5024999999999995
0.21,10.09
0.24,1.94
0.55,
0.43,
0.19,
0.11,3.65
0.15,10.14
0.25,8.57
0.2,7.74
0.27,6.543333333333334
0.52,2.68
0.88,11.44
0.95,12.12
0.86,1.91
0.29,14.527142857142854
0.29,10.3525
0.23,15.403333333333334
0.35,11.513333333333334
0.39,11.530000000000001
0.26,9.2275
0.23,7.1075
0.29,9.843333333333334
0.52,6.2325
0.45,3.915
0.24,14.27
0.25,1.94
0.16,
0.14,
0.19,
0.11,3.65
0.07,10.14
0.1,8.57
0.11,9.62
0.12,5.83
0.11,9.876249999999999
0.11,14.909090909090908
0.11,12.95
0.7,7.754
0.58,12.431999999999999
1.11,9.9375
0.17,12.2575
0.15,10.280000000000001
0.21,9.575000000000001
0.23,7.776666666666666
0.18,4.85
0.32,7.727500000000001
0.25,6.073333333333333
0.1,9.22
0.14,14.27
0.14,1.94
0.1,
0.12,
0.11,
0.06,3.65
0.07,10.14
0.06,8.57
0.06,9.62
0.08,6.53
0.09,11.565714285714288
0.17,16.822222222222223
0.18,14.13
0.23,11.074
0.89,14.806000000000001
0.23,12.55
0.3,14.3325
0.2,9.78
0.11,9.870000000000001
0.11,7.07
0.09,4.0725
0.05,8.520000000000001
0.11,6.016666666666666
0.11,7.385
0.08,14.27
0.11,1.94
0.11,
0.11,
0.11,
0.08,3.65
0.05,10.14
0.04,8.57
0.07,9.62
0.07,6.823333333333333
0.2,10.737142857142857
0.34,14.389999999999999
0.29,11.587777777777777
0.24,0.7
0.21,3.11
0.24,7.566666666666667
0.42,9.596666666666666
0.31,5.8475
0.29,9.432500000000001
0.35,7.0575
0.2,5.0024999999999995
0.22,9.166666666666666
0.1,4.96
0.11,8.58
0.13,7.745
0.14,1.94
0.13,
0.07,
0.06,
0.07,3.65
0.05,10.14
0.04,8.57
0.04,9.62
0.07,6.235
0.15,9.335555555555555
0.24,14.11
0.14,17.15
0.23,6.371818181818181
0.11,9.062000000000001
0.23,7.566666666666667
1.05,9.596666666666666
1.19,9.19
0.72,2.21
0.52,5.22
0.4,3.74
0.32,7.465
0.29,5.54
0.09,10.06
0.04,14.27
0.2,1.94
0.29,
0.15583333333333335,
0.13,
0.12,3.65
0.1,10.14
0.1,8.57
0.08,9.62
0.11,8.476666666666667
0.17,1.14
0.2,11.77
0.36,10.7
0.16,1.6
0.25,8.893333333333333
0.26,11.943333333333333
0.16,9.48
0.15,7.42
0.17,6.9575000000000005
0.19,4.723333333333334
0.21,5.53
0.21,10.9
0.41,1.93
0.32,10.06
0.2,14.27
0.22,1.94
0.18,
0.15000000000000002,
0.11200000000000002,
0.1,3.65
0.086,10.14
0.11153846153846156,8.57
0.12272727272727274,9.62
0.17454545454545456,5.76
0.36500000000000005,11.32
0.4661538461538462,25.22
0.605,13.85
0.562142857142857,13.98
0.4871428571428571,19.44
0.5069230769230769,12.83
0.4546153846153847,20.41
0.36538461538461536,15.51
0.32583333333333336,20.69
0.30833333333333335,8.14
0.29583333333333334,7.32
0.36833333333333335,10.9
0.43846153846153857,8.51
0.27,10.06
0.1938461538461538,14.27
0.22692307692307695,1.94
0.21333333333333335,
0.158,
0.11100000000000002,
0.09333333333333332,3.65
0.08,10.14
0.1175,8.57
0.1325,9.62
0.1925,10.42
0.36083333333333334,27.1
0.5566666666666666,23.69
0.6463636363636364,11.36
0.7576923076923077,1.96
0.666923076923077,10.396249999999998
0.6783333333333333,12.59
1.2145454545454546,12.565999999999999
1.247272727272727,12.540000000000001
1.0945454545454545,11.4425
0.8545454545454546,9.843333333333334
0.5681818181818182,8.98
0.6718181818181819,12.75
0.7475,9.2
0.22454545454545452,4.966666666666667
0.15454545454545457,14.27
0.215,1.94
0.22090909090909092,
0.17,
0.1322222222222222,
0.1825,3.65
0.07875,10.14
0.12545454545454546,8.57
0.1416666666666667,9.62
0.24916666666666668,4.253333333333333
0.4658333333333333,10.558181818181819
0.7675,18.156153846153845
0.8454545454545453,14.290833333333333
0.26,4.12
0.21,8.661111111111111
0.8639999999999999,10.982000000000001
1.1063636363636364,11.782
1.3241666666666665,11.98
1.1036363636363637,9.506
0.5081818181818182,7.856
0.3845454545454546,5.6899999999999995
0.3781818181818182,8.96
0.45333333333333337,6.34
0.2775,9.22
0.21166666666666667,14.27
0.2366666666666667,1.94
0.21818181818181817,
0.20111111111111113,
0.20666666666666667,
0.15,3.65
0.09625,10.14
0.12545454545454546,8.57
0.14666666666666667,9.62
0.2509090909090909,4.72
0.48454545454545456,11.94
0.7027272727272726,19.16333333333333
0.7420000000000001,16.093636363636364
0.16,12.775454545454545
0.14,10.92
0.1,13.072
0.07,13.442000000000002
0.08,11.48
0.5711111111111111,9.002500000000001
0.3566666666666667,6.0825
0.297,4.933333333333334
0.29900000000000004,8.616666666666667
0.04,4.85
0.06,7.385
0.08,14.27
0.21083333333333334,1.94
0.21181818181818182,
0.17444444444444443,
0.15222222222222223,
0.13222222222222224,3.65
0.11666666666666667,10.14
0.12999999999999998,8.57
0.13363636363636366,9.62
0.2,1.1
0.42545454545454553,12.32
0.5641666666666666,16.75
0.665,9.08
0.6066666666666667,10.05
0.7454545454545456,3.67
0.87125,2.03
1.277,1.25
0.8659999999999999,9.16
0.5366666666666667,8.565000000000001
0.31444444444444447,6.07
0.297,6.173333333333333
0.25666666666666665,9.263333333333334
0.3463636363636364,3.21
0.23363636363636361,8.58
0.18500000000000003,7.745
0.26,1.94
0.18,
0.13166666666666668,
0.09285714285714286,
0.08,3.65
0.08625000000000001,10.14
0.35,8.57
0.3,9.62
0.42,6.0299999999999985
0.49,6.5
1.0,12.72
1.14,11.85
0.85,10.16
0.63,4.66
0.58,11.504000000000001
0.98,12.76
0.09,10.915
0.05,9.8175
0.08,6.0425
0.12,4.183333333333334
0.23,6.416666666666667
1.57,3.79
0.37,10.06
0.15,14.27
0.14,1.94
0.12,
0.13,
0.04,
0.10666666666666666,3.65
0.11,10.14
0.05,8.57
0.1,9.62
0.22,8.594999999999999
1.1,5.72
1.3,24.28
0.7240000000000001,22.35
0.7208333333333333,21.37
0.7525,18.16
0.7666666666666666,20.97
1.0536363636363637,15.76
0.7172727272727272,9.67
0.4720000000000001,10.403333333333334
0.279,5.785
0.2736363636363637,7.32
0.2463636363636363,7.61
0.31333333333333335,1.9849999999999999
0.2054545454545454,10.06
0.17090909090909093,14.27
0.19000000000000003,1.94
0.16,
0.12125,
0.09285714285714285,
0.11375,3.65
0.10166666666666667,10.14
0.128,8.57
0.14375000000000002,9.62
0.28400000000000003,6.823333333333333
0.49899999999999994,10.52909090909091
0.6427272727272726,18.28909090909091
0.861,14.08090909090909
0.7123076923076923,14.872
0.7775,11.933333333333332
0.8099999999999998,9.668333333333333
1.0209090909090908,10.42
0.6636363636363636,13.596666666666666
0.413,9.236666666666666
0.21909090909090906,4.5200000000000005
0.23090909090909092,7.32
0.31,7.61
0.3291666666666667,2.04
0.19833333333333336,10.06
0.18333333333333335,14.27
0.22,1.94
0.22799999999999998,
0.169,
0.11599999999999999,
0.0875,3.65
0.09875,10.14
0.14363636363636362,8.57
0.15727272727272726,9.62
0.2763636363636364,5.7475
0.5036363636363637,1.42
0.7058333333333332,25.45
0.8116666666666665,11.31
0.7578571428571429,12.352727272727272
0.7721428571428571,0.94
0.7463636363636362,9.6425
1.3316666666666663,9.358
1.0008333333333332,11.366666666666667
0.6233333333333334,5.53
0.3516666666666666,2.71
0.245,
0.23,4.32
0.3346153846153846,3.975
0.21846153846153843,1.17
0.17307692307692307,
0.19538461538461543,
0.17727272727272728,
0.14500000000000002,
0.1,
0.15999999999999998,
0.099,0.1
0.14083333333333334,6.89
0.1,9.0
0.37,5.0249999999999995
0.64,16.58
1.22,25.61
1.71,22.5
1.56,12.91
1.8,11.25
0.7418181818181818,8.428
0.93,8.666
0.35,10.186666666666667
0.4,6.45
0.56,3.43
0.56,4.4
0.47,4.32
0.44,2.04
0.4,
0.31,
0.19,
0.15,
0.15,
0.13,
0.09,
0.08,
0.09,
0.12,
0.23,5.0249999999999995
0.49,10.72
0.65,22.77
1.03,18.31
1.62,42.33
3.43,22.5
5.02,13.85
8.45,19.25
5.85,15.61
2.6,7.5075
0.47,7.845000000000001
0.34,9.925
0.25,6.73
0.17,2.856666666666667
0.15,6.3
0.22,
0.18,
0.16,
0.12,
0.12,
0.11,
0.12,
0.08,
0.1,
0.24,8.95
0.39,19.18
0.87,8.0
1.2,14.92
1.49,10.82
0.86,7.98
0.7218181818181818,8.428
0.06,8.666
0.08,8.2025
0.08,4.3133333333333335
0.08,3.986666666666667
0.07,4.4
0.06,4.32
0.06,2.38
0.08,
0.09,
0.09,
0.20333333333333334,
0.16,
0.12916666666666668,
0.01,
0.09727272727272726,
0.12466666666666665,
0.14769230769230768,
0.34,3.8333333333333335
0.51,9.08875
0.46,13.703636363636367
0.3,14.154444444444444
0.22,17.46666666666667
0.62,11.417142857142858
0.1,9.59
0.04,9.842
0.04,7.136
0.04,5.014
0.05,4.912
0.05,3.2100000000000004
0.06,4.175000000000001
0.05,3.4333333333333336
0.05,
0.09,
0.33,
0.23,
0.08,
0.1,
0.07,
0.1,
0.15,
0.14,
0.14,4.6049999999999995
0.21,7.86875
0.27,12.822727272727274
0.15,13.284444444444444
0.07,17.435
0.04,12.166
0.04,10.0275
0.04,8.873999999999999
0.04,6.626
0.03,4.2525
0.04,3.986666666666667
0.06,4.4
0.11,4.32
0.08,2.38
0.07,
0.08,
0.08,
0.11,
0.09,
0.08,
0.1,
0.08,
0.1,
0.15833333333333335,
0.2507692307692308,4.6049999999999995
0.39923076923076917,9.45142857142857
0.1,12.232
0.38,12.98375
0.42,17.17833333333333
0.27,13.485
0.48,1.72
0.23,3.79
0.35,7.794
0.39,0.57
0.42,1.99
0.53,5.86
0.56,7.61
0.49,2.38
0.28,10.06
0.26,14.27
0.4,1.94
0.18,
0.11,
0.08,
0.12,3.65
0.09,10.14
0.14,8.57
0.17,9.62
0.21,5.5375
0.28,13.48875
0.51,12.026363636363635
1.22,11.88
1.73,11.911428571428573
1.54,10.14
0.07,6.38
1.1949999999999998,7.07
0.95875,6.456
0.03,5.316000000000001
0.03,3.986666666666667
0.08,4.4
0.05,3.16
0.05,2.2066666666666666
0.05,
0.09,
0.16,
0.21,
0.23,
0.22,
0.13,
0.07,0.1
0.08,6.89
0.1,9.01
0.09,5.2124999999999995
0.18,14.392857142857142
0.66,1.99
0.62,14.98
0.52,15.819999999999999
0.42,12.214000000000002
0.42,3.57
0.65,3.28
0.81,5.28
0.73,5.92
0.15,6.54
0.12,4.4
0.19,7.765000000000001
0.17,3.936666666666666
0.2,
0.2,
0.4,
0.28,
0.28,
0.23,
0.15214285714285714,
0.10923076923076923,
0.15,5.64
0.27,2.49
0.4,3.9099999999999997
0.39,13.488333333333335
0.35,9.15
0.26,13.466666666666667
0.24,15.784
0.15,11.090000000000002
0.45,6.38
2.02,7.07
0.67,6.456
0.21,7.444
0.3,9.316666666666668
0.3,9.925
0.26,9.14
0.45,2.72
0.6,6.3
0.7,
0.36,
0.49,
0.32,
0.3,
0.23,
0.2,
0.16,
0.14,
0.16,2.9039999999999995
0.36,11.482857142857142
0.43,8.72888888888889
0.52,9.392857142857142
0.45,7.976666666666667
0.46,4.3875
0.44,2.44
0.41,3.47
0.41,2.25
0.36,5.032500000000001
0.35,4.5633333333333335
0.34,4.095000000000001
0.23,0.29
0.33,2.72
0.42,
0.36,
0.26,
0.21,
0.18,
0.11,
0.1,
0.11,
0.14,
0.15,
0.24214285714285716,0.26
0.4126666666666666,6.77
0.576875,3.11
0.6456249999999999,10.881666666666668
0.1,9.41
0.1,3.725
0.13,2.645
0.18,4.025
0.49,3.6660000000000004
0.42,3.7733333333333334
0.31,4.583333333333333
0.29,4.07
0.4,
0.24,2.72
0.15,
0.07,
0.08,
0.11,
0.16,
0.17,
0.15,
0.15,
0.1,
0.41,
0.32,1.6900000000000002
0.71,9.691428571428572
0.88,2.08
0.54,7.03
0.64,11.494000000000002
0.48,11.323333333333332
0.34,11.302499999999998
0.54,2.29
0.69,0.32
0.75,4.07
0.68,4.265
0.65,4.4
0.34,
0.22,2.72
0.13,
0.12,
0.21500000000000005,
0.22785714285714284,
0.19846153846153844,
0.1630769230769231,
0.2041666666666667,
0.12090909090909091,
0.09,
0.20636363636363636,
0.2854545454545455,1.6900000000000002
0.08,10.468333333333332
0.52,8.331
1.94,9.045
0.94,9.926666666666668
0.88,13.676666666666668
0.6,6.1825
0.14,6.428333333333334
0.19,6.436
0.23,8.164
0.27,5.5566666666666675
0.35,5.86
0.45,10.9
0.57,2.72
0.39,10.06
0.32,14.27
0.26,1.94
0.31,
0.16,
0.07,
0.2127272727272727,3.65
0.11750000000000001,10.14
0.07,8.57
0.2,9.62
0.41,2.52
0.54,23.46
0.61,9.665454545454548
0.54,10.38
0.42,2.44
0.48,9.456
1.17,8.826666666666666
4.42,6.74
4.39,8.82
3.08,9.57
1.8,6.755
0.41,3.7800000000000002
0.28,3.8
0.17,4.26
0.12,
0.28,
0.18,
0.29,
0.2284615384615384,
0.01,
0.71,
0.15,0.1
0.12,6.89
0.34,9.01
0.46,3.5475
1.26,15.27
1.9,22.8
1.49,14.63
1.06,15.63
1.69,2.79
0.4163636363636364,5.1575
0.9872727272727271,5.1816666666666675
0.02,4.5566666666666675
0.05,7.986666666666667
0.09,7.57
0.06,13.27
0.09,7.765000000000001
0.15,3.936666666666666
0.19,
0.02,
0.2,
0.23,
0.22,
0.3,
0.15,
0.12,0.1
0.11,6.265
0.18,5.745
0.22,1.6900000000000002
0.26,8.585
0.58,3.72
0.46,9.305555555555554
0.17,17.824
0.25,14.696666666666667
0.08,10.23
1.4358333333333329,7.585
1.0446153846153847,6.75
0.6833333333333332,10.243333333333334
0.3642857142857143,19.42
0.05,15.45
0.12,9.14
0.15,3.265
0.17,6.3
0.22,
0.16,
0.29,
0.35,
0.31,
0.23,
0.21,0.1
0.21,6.89
0.25,9.0
1.5775,2.8016666666666663
0.42090909090909095,8.965
0.17,8.6975
0.16,8.595454545454546
0.14,11.363333333333335
0.5016666666666666,8.31
0.34199999999999997,4.32
0.6719999999999999,3.0850000000000004
0.6872727272727274,3.796666666666667
0.56,10.243333333333334
0.3564285714285714,12.290000000000001
0.5,9.62
0.2292857142857143,4.715
0.21875000000000003,3.81
0.19499999999999998,6.3
0.22,
0.19066666666666668,
0.2107692307692307,
0.2291666666666667,
0.17750000000000002,
0.196,
0.1,0.1
0.15,6.89
0.252,9.0
1.4661538461538461,2.29
0.5,5.82
0.5964285714285714,8.4
0.612857142857143,4.25
0.42200000000000004,10.29
0.49000000000000005,8.75
0.346,6.61
0.7777777777777778,3.696666666666667
0.5666666666666668,3.6
0.4583333333333334,7.7575
0.30857142857142855,19.42
0.24,15.45
0.2026666666666667,9.14
0.18,3.81
0.12,6.3
0.14,
0.16937500000000003,
0.11,
0.24,
0.17,
0.14,
0.13090909090909092,0.1
0.17,6.89
0.21916666666666665,9.0
0.29,2.4050000000000002
0.5258333333333334,8.032499999999999
0.35,8.93818181818182
0.6221428571428572,9.684545454545455
0.44000000000000006,12.61857142857143
0.492,10.815999999999999
0.3433333333333333,12.6725
0.72375,6.974999999999999
0.6120000000000001,5.5975
0.49099999999999994,7.8500000000000005
0.32500000000000007,12.96
0.19,11.015
0.17,8.025
0.17,6.65
0.24466666666666667,6.3
0.311875,
0.15,
0.23928571428571424,
0.15,
0.1823076923076923,
0.33,
0.11500000000000002,0.1
0.17,6.89
0.21000000000000002,6.975
0.52,7.083333333333333
0.3888888888888889,0.17
0.4283333333333333,6.93
0.47071428571428575,9.96
0.45,21.02
0.425,18.8
0.34111111111111114,6.61
0.72,2.06
0.602,8.82
0.483,9.076666666666666
0.09,10.705
0.07,15.45
0.22714285714285715,9.14
0.12,3.81
0.15,6.3
0.2,
0.32,
0.32,
0.29,
0.24,
0.197,
0.11,0.1
0.19,6.89
0.17,9.0
1.33,2.4050000000000002
0.3609090909090909,7.940000000000001
0.4307142857142857,3.89
0.36,2.64
0.15,11.225714285714286
0.15,9.456
0.1,11.455
0.2,4.266666666666667
0.17,8.82
0.08,13.33
0.07,13.195
0.07,9.305
0.06,5.580000000000001
0.12,4.623333333333333
0.07,6.3
0.09,
0.04,
0.16,
0.28,
0.05,
0.13,
0.16,0.1
0.32,6.89
0.48,9.0
0.35,5.705
0.19,8.0825
0.13,9.61357142857143
0.18,9.548333333333334
0.16,13.049999999999999
0.13,10.868333333333334
0.14,5.1575
0.27,4.83
0.23,5.316666666666666
0.24,10.274000000000001
0.3,8.601666666666667
0.27,13.996666666666668
0.31,6.6675
0.18,3.69
0.1,6.3
0.11,
0.14,
0.24,
0.22,
0.3,
0.13900000000000004,
0.10000000000000002,0.1
0.13875,6.265
0.17833333333333337,6.836666666666666
15.54,5.705
0.2863636363636364,4.778571428571428
0.25,7.861666666666668
0.21,8.593636363636364
0.45785714285714285,14.425
0.6727272727272727,14.057999999999998
0.8054545454545454,8.113333333333333
1.3350000000000002,9.49
0.8433333333333334,11.015
0.5033333333333333,17.09
0.21,19.42
0.28,15.45
0.21,9.14
0.24,3.81
0.17,6.3
0.18,
0.16,
0.13,
0.28,
0.22,
0.14900000000000002,
0.1,0.1
0.17250000000000001,6.265
0.235,6.836666666666666
1.2964285714285715,5.234
0.23363636363636361,1.5
0.23,11.15
0.23,9.43
0.24,8.22
0.4836363636363636,12.84
0.284,5.245
0.32181818181818184,4.61
0.3991666666666667,4.335
0.3675,14.545
0.14,13.953333333333333
0.12,13.793333333333335
0.22266666666666665,5.66
0.25937499999999997,4.239999999999999
0.23933333333333337,6.3
0.19,
0.2,
0.17,
0.18357142857142858,
0.1523076923076923,
0.10400000000000001,
0.092,0.1
0.04,6.265
0.1272727272727273,6.836666666666666
0.07,3.3399999999999994
0.26166666666666666,4.348571428571429
0.32714285714285707,6.765454545454545
0.3385714285714285,7.571818181818182
0.3264285714285714,10.959999999999999
0.4058333333333333,14.459999999999999
0.23545454545454553,5.245
0.2963636363636364,4.61
0.15,4.04
0.15,9.796666666666667
0.21866666666666665,13.953333333333333
0.1952941176470588,13.793333333333335
0.18,5.66
0.25125,4.239999999999999
0.09,6.3
0.08,
0.09,
0.07,
0.06,
0.07,
0.11500000000000002,
0.07,0.1
0.08,6.265
0.09,6.836666666666666
0.08,5.404999999999999
0.09,4.31
0.1,1.76
0.07,2.08
0.08,11.5125
0.08,11.541999999999998
0.09,8.399999999999999
0.08,5.3020000000000005
0.09,2.995
0.08,6.825999999999999
0.07,12.09
0.07,11.99
0.08,5.91
0.1,5.5525
0.06,6.3
0.09,
0.1,
0.19,
0.09,
0.07,
0.06,
0.05,0.1
0.06,6.265
0.06,6.364999999999999
0.06,9.083333333333334
0.17,6.662857142857143
0.2,1.16
0.18,5.99
0.13,2.01
0.12,14.099999999999998
0.12,7.79
0.12,4.9975000000000005
0.11,4.04
0.11,7.49
0.14,10.962499999999999
0.17,13.793333333333335
0.14,5.66
0.13,4.239999999999999
