IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,DTU-CPCB,Okhla-Phase-2-DPCC,Aya-Nagar-IMD,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,ITO-CPCB,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,MDCNS-DPCC,Najafgarh-DPCC
21.95,29.5,75.18,43.4,57.05,47.1,13.84,63.75,54.8,7.0,27.68,26.42,46.3,20.04,37.85,19.5,82.6,19.75,38.38,51.23,68.28,44.17,28.57,51.95,48.15,17.03,23.6,26.88,21.7
23.91,25.25,73.23,36.67,51.88,43.33,15.03,66.65,54.22,6.38,25.35,35.83,44.95,13.45,33.2,17.95,67.72,17.17,41.5,38.1,68.17,53.45,22.43,40.3,48.77,21.6,26.7,24.38,20.18
24.34,29.35,83.25,35.26,46.2,42.1,17.2,70.43,51.93,6.72,33.33,11.3,30.0,26.03,27.18,20.62,79.58,16.9,49.85,69.42,68.05,49.7,5.9,59.6,47.95,15.72,24.88,24.48,23.7
18.76,36.53,118.38,48.75,67.48,52.15,19.69,79.62,62.5,10.2,52.02,46.3,46.01863636363636,61.91,31.08,27.32,100.17,18.02,52.72,77.65,81.55,58.25,19.62,64.82,40.15266666666667,23.08,17.53,32.38,28.0
16.69,35.85,119.15,42.91,58.2,68.38,22.19,98.25,70.9,14.97,58.85,46.7,55.5,29.49,45.9,32.17,126.78,18.02,56.7,102.4,103.88,63.08,26.1,66.82,42.29923076923077,24.98,27.45,41.0,30.7
31.49,36.75,113.32,50.43,63.8,57.05,23.99,86.38,70.45,11.82,52.4,50.62,59.29099999999998,32.87,39.9,27.27,107.05,21.05,50.18,85.0,83.35,52.38,25.2,62.88,47.80181818181818,24.05,30.62,35.03,34.77
31.61,39.12,105.8,53.75,81.05,77.1,21.49,97.42,88.73,11.32,59.67,51.25,60.52947368421054,55.52,44.9,27.73,126.78,27.6,48.52,95.28,96.2,66.78,23.7,63.85,48.821999999999996,23.7,45.23,39.53,35.3
30.94,45.6,147.25,26.07,83.6,88.95,26.23,97.93,96.47,13.15,76.78,73.45,64.96941176470588,28.86,45.8,31.65,156.92,35.50833333333333,58.8,111.08,124.1,66.95,32.88,65.1,42.85125,27.9,42.73,72.95,41.7
32.57,59.2,165.9,46.77,91.65,97.95,31.0,102.22,98.08,14.3,79.4,81.07,62.32333333333333,31.66,47.9,34.22,171.78,38.381249999999994,70.17,113.58,139.93,72.77,38.22,74.2,36.89,28.95,43.08,90.97,51.95
34.61,65.12,169.97,45.83,100.62,90.58,36.0,117.3,106.2,15.85,84.07,84.08,54.08611111111111,82.14,37.141176470588235,35.4,164.43,34.1475,79.15,115.25,131.05,70.3,40.4,89.0,34.667,35.2,38.75,126.0,59.2
35.83,59.45,116.0,44.18,81.62,85.65,32.98,122.78,95.0,11.28,63.45,76.88,41.90555555555555,29.16,45.4,31.93,146.35,2.5,47.35,119.97,69.45,76.08,42.08,86.43,34.997692307692304,35.0,36.92,49.62,55.33
17.76,42.53,59.8,44.95,73.03,64.35,14.34,97.77,62.52,7.05,34.5,55.1,30.189444444444444,21.52,37.52,18.0,77.8,5.55,11.9,81.47,36.05,43.3,32.73,69.88,33.587222222222216,32.9,24.8,18.0,41.3
19.11,21.83,23.12,37.99,59.45,43.17,11.78,61.93,46.45,5.25,13.75,42.18,21.85666666666667,22.73,20.9,11.65,27.8,16.07,10.98,58.3,22.75,28.73,21.12,45.53,26.259444444444444,34.45,16.48,5.75,30.18
18.02,27.3,13.55,30.12,74.72,24.4,7.09,36.92,26.5,5.25,9.1,20.6,17.362222222222222,17.02,8.28,8.05,20.85,9.65,14.48,43.6,4.65,23.88,12.97,33.27,44.35,7.4,30.82,4.28,21.4
13.68,15.95,15.97,27.77,63.78,11.8,7.18,6.48,14.62,5.5,8.23,14.18,15.327222222222225,29.07,1.17,5.9,22.07,2.08,9.55,42.7,30.12,16.85,3.23,28.27,21.907999999999998,3.45,25.05,4.65,13.1
11.48,12.43,13.95,21.41,68.15,10.97,6.11,5.05,8.23,4.88,14.0,17.05,20.115,23.68,6.0,5.65,17.9,1.67,10.48,14.12,41.95,6.53,2.18,25.57,32.75,3.75,93.5,6.2,5.62
10.4,14.98,15.77,10.5,2.5,11.07,6.33,7.65,7.03,5.12,11.02,22.52,19.45111111111111,2.61,14.354347826086956,6.0,8.85,2.38,8.6,10.95,47.5,6.57,4.15,25.75,20.8,42.0,58.33,8.4,4.55
10.74,12.3,72.1,13.93,23.67,16.0,9.15,13.9,75.9,5.03,8.5,69.5,16.23529411764706,3.17,30.4,8.6,20.9,46.0,19.05,20.3,34.370000000000005,6.2,12.8,33.7,18.0,13.536111111111111,24.15,13.4,3.3
11.16,12.88,27.68,13.5,22.0,12.12,8.38,23.67,33.15,5.18,9.7,31.17,15.934444444444445,9.89,31.3,7.12,13.53,9.35,8.03,15.68,58.85,6.75,8.2,26.35,9.48,23.35,22.65,9.85,2.72
11.26,8.7,22.25,19.84,27.013461538461538,15.72,6.42,25.98,26.55,5.1,10.45,19.9,15.122777777777777,4.93,16.6,6.5,11.0,7.8,16.27,17.9,58.67,16.0,6.0,21.0,24.28,50.2,55.25,9.03,3.22
12.67,9.15,20.05,31.77,3.95,15.88,6.46,19.65,9.23,5.1,61.92,58.32,15.82111111111111,1.24,3.45,6.4,46.0,2.1,9.97,15.2,28.8,12.62,3.0,19.65,24.93,4.45,15.22,19.7,3.17
12.61,11.93,30.18,27.06,0.2,26.27,7.15,30.43,4.58,5.03,131.72,41.4,15.79611111111111,1.77,3.25,6.88,36.064166666666665,3.85,13.9,16.82,4.42,13.9,4.03,19.38,31.85,2.45,67.7,31.95,5.6
12.05,11.6,82.85,36.82,2.9,24.82,17.39,33.08,9.6,5.2,48.2,8.55,16.507368421052632,3.45,3.05,9.4,99.47,5.85,13.75,20.15,8.65,15.4,1.0,21.48,16.33,2.27,13.6,106.47,10.6
12.28,57.25,43.8,46.4,25.6,35.52,12.97,50.3,13.32,5.58,15.28,7.18,18.0455,3.33,6.15,13.25,39.1,2.95,24.32,30.18,45.45,21.0,7.43,27.4,25.95,2.05,13.9,19.73,12.4
16.18,41.6,69.38,56.44,23.8,47.83,14.63,58.52,24.28,5.6,12.22,15.35,21.423809523809524,9.03,17.35,24.12,67.85,4.15,33.75,46.65,73.25,30.65,18.68,36.12,43.73,2.95,27.8,18.48,31.27
21.82,50.35,95.45,62.92,26.88,47.27,19.6,100.7,66.8,5.92,18.52,62.55,27.05545454545455,17.02,26.82,26.2,79.78,21.17,44.48,90.9,83.8,50.33,32.92,47.1,31.33263157894737,21.68,19.35,32.25,32.58
20.38,51.4,118.03,68.73,23.45,70.6,24.09,109.75,63.55,6.7,42.53,36.1,8.1,39.26,33.95,32.92,116.2,9.18,52.6,117.75,116.97,64.3,47.28,81.92,32.966,14.28,20.15,42.4,35.88
28.015416666666663,56.4,135.02,72.34,43.2,73.38,26.45,123.55,70.78,9.83,61.42,49.03,45.0,29.67,46.7,37.6,130.68,7.63,57.42,136.1,120.12,82.2,53.3,88.9,36.924615384615386,14.0,25.18,50.38,37.05
12.14,49.4,157.3,79.85,45.2,81.1,27.87,139.83,99.72,14.03,79.08,45.52,51.92,26.41,37.42941176470589,44.27,163.15,11.12,74.25,156.05,128.27,98.88,52.38,87.4,40.26090909090909,15.88,28.02,60.2,35.6
29.3,47.12,161.25,63.36,29.78,88.17,33.22,155.07,95.25,17.23,83.12,64.0,43.9,32.55,35.67733333333333,43.55,190.32,11.82,64.15,139.5,139.68,94.78,50.22,85.4,44.255,11.55,29.436521739130438,64.33,34.0
66.0,41.55,174.25,44.1,35.1,82.62,34.23,133.62,96.47,22.43,77.35,58.8,48.65,21.24,38.301874999999995,39.02,168.5,8.45,61.15,132.5,136.85,85.2,36.55,83.95,44.081,22.32,33.14041666666667,57.65,32.12
59.43,38.23,135.85,40.55,31.73,71.42,31.05,108.47,80.1,20.62,60.8,56.0,36.27,20.91,48.9,34.92,141.5,14.12,55.45,118.3,115.03,77.98,36.08,78.28,41.358,22.3,28.8,50.05,30.83
56.59,39.5,137.03,18.36,27.98,62.73,31.8,96.3,80.0,19.92,57.88,61.65,44.12,32.12,47.67,33.85,127.47,18.05,54.78,116.62,113.85,78.4,32.6,73.55,38.969,27.72,27.85,43.8,33.23
54.27,33.62,127.95,27.08,27.77,52.92,32.3,85.95,77.4,18.58,50.62,59.47,31.07,31.53,44.62,32.88,115.67,24.52,45.67,111.83,96.42,74.67,39.45,63.95,38.71307692307693,30.03,17.12,37.83,34.38
50.17,24.35,109.55,23.55,36.05,39.65,30.45,64.15,65.0,13.77,35.3,58.62,23.9,28.69,36.3,28.8,62.25,19.02,30.88,96.35,83.6,43.98,33.85,56.7,39.9,26.6,12.1,22.1,33.3
45.83,26.55,62.7,21.82,33.6,24.65,23.53,72.32,54.95,9.85,22.23,52.48,21.12,37.18,28.0,26.43,40.38,16.85,13.73,62.65,39.55,31.1,27.98,46.9,27.2,21.15,14.82,12.7,27.18
41.7,26.57,86.97,25.53,27.35,27.4,22.21,56.65,48.8,11.15,35.47,39.95,26.55,34.99,22.23,27.45,63.83,12.83,30.75,59.02,39.47,23.98,21.65,41.72,29.62,15.4,19.15,26.3,26.68
38.97,27.2,67.6,25.0,36.48,31.82,20.17,52.85,41.1,8.12,25.85,33.05,22.95,27.22,17.02,22.45,61.8,9.6,25.15,46.35,53.1,22.82,21.25,39.03,29.85,11.32,17.05,21.65,25.32
36.26,26.18,53.82,33.36,23.12,31.8,19.47,50.52,41.17,7.17,16.68,27.85,30.7,15.36,13.85,23.03,24.27,10.75,25.98,47.3,40.78,19.65,15.4,33.03,35.73,9.25,17.53,20.93,25.8
35.41,24.85,44.45,29.62,33.15,29.18,15.24,61.65,47.65,7.03,10.7,36.03,39.45,23.21,15.8,22.73,21.73,15.95,18.05,61.73,26.35,34.73,21.43,40.0,37.03,11.42,21.85,16.1,20.75
33.85,16.0,15.62,25.3,54.4,11.35,9.15,27.12,32.22,5.2,4.5,24.43,18.95,22.87,24.0,14.8,9.3,9.6,16.95,54.45,19.33,28.75,20.95,29.27,46.2,8.1,22.22,8.0,14.05
29.75,3.3,44.8,18.49,27.2,17.6,9.98,11.1,34.9,5.07,6.75,14.8,4.0,17.02,23.2,8.6,8.0,32.0,13.25,25.9,25.76625,15.3,23.65,45.2,33.3,11.7,96.65,5.6,7.1
28.36,12.32,15.58,21.16,13.02,15.82,9.04,30.57,25.15,5.12,5.15,16.85,4.62,24.74,7.45,7.38,13.2,9.65,1.5,26.18,17.55,28.25,21.65,52.82,47.2,8.6,39.7,5.33,5.95
28.7,14.12,27.45,18.75,18.77,15.07,7.76,45.38,20.62,5.0,5.75,16.15,12.98,18.86,4.1,12.65,8.5,8.27,30.633333333333333,46.42,20.07,26.4,17.43,35.6,3.58,5.03,12.75,7.3,5.1
29.05,16.93,19.98,14.44,32.12,14.23,6.91,46.27,15.07,5.4,5.6,14.57,12.78,12.62,2.95,11.68,1.5,9.4,31.369999999999997,44.85,19.55,24.45,12.9,30.35,10.95,7.15,10.8,6.67,4.85
28.63,8.43,14.1,5.59,16.38,9.02,6.34,29.02,12.15,4.7,5.88,9.62,9.85,14.42,2.6,8.05,33.86217391304348,9.0,36.507222222222225,29.45,9.4,16.18,8.22,17.83,7.65,3.95,34.95,3.83,4.67
28.49,3.78,24.93,5.16,19.33,9.27,6.25,15.45,10.73,5.12,7.28,9.97,10.72,13.03,16.45,7.83,2.0,8.95,37.58500000000001,23.23,11.6,7.85,7.1,22.62,3.52,2.6,39.4,4.43,4.22
30.6,9.2,25.5,33.29,53.07,20.43,8.22,26.4,11.6,5.25,10.22,14.12,6.88,11.1,25.8,14.58,15.45,5.8,43.71444444444444,34.22,33.83,16.6,9.3,30.98,19.48,2.52,34.6,8.57,9.7
31.26,19.98,46.05,58.34,38.88,50.38,20.24,43.78,18.35,5.57,20.73,23.02,10.45,15.24,21.77,21.95,54.8,6.65,51.3925,61.8,79.7,27.3,22.2,42.0,47.9,3.08,18.85,25.6,20.62
32.18,43.0,105.95,77.3,33.35,69.88,26.97,69.62,47.5,6.03,46.22,46.1,26.2,21.34,29.9,39.3,138.22,8.65,56.866499999999995,109.8,116.3,46.27,35.1,62.75,26.338947368421056,6.28,20.7,37.6,29.55
30.09,61.7,142.15,82.38,52.95,91.58,31.33,112.98,84.5,8.5,80.65,62.25,29.95,19.16,41.7,50.55,187.4,18.98,91.3,168.03,144.02,83.18,50.42,87.0,27.997333333333334,12.62,30.12,58.35,36.2
35.5,81.4,186.12,81.46,73.97,99.2,34.33,149.22,92.22,15.95,91.5,31.12,50.7,36.06,29.331052631578952,61.9,109.93500000000003,29.25,101.6,180.85,158.75,120.45,57.33,107.55,33.152307692307694,22.38,27.68,83.75,40.25
35.76,83.12,193.15,73.48,80.47,116.62,38.63,169.7,133.4,23.17,116.3,67.57,67.33,40.46,32.78,61.8,110.96529411764706,34.0,86.55,192.6,156.12,136.18,62.1,108.1,37.387,34.55,34.85,83.58,40.33
56.1,87.32,131.89052631578951,97.88,104.78,126.75,40.35,186.6,154.25,31.2,130.95,90.8,102.93,36.88,34.817692307692305,74.67,122.24933333333333,54.5,108.72,129.78500000000003,168.33,157.25,60.75,118.1,42.72222222222222,46.02,57.0,94.2,43.92
88.92,97.78,147.4014285714286,93.76,125.42,139.22,40.79,193.8,187.9,36.17,147.38,137.07,125.22,71.33,41.06666666666666,77.68,135.580625,56.85,73.68,140.21409090909088,189.2,177.6,66.48,129.3,47.205,60.2,66.07,93.83,44.88
80.66,94.75,147.80666666666667,81.42,135.65,146.32,42.48,183.45,178.73,35.05,136.22,185.4,148.7,74.0,41.528333333333336,84.25,142.2905882352941,65.9,95.05,138.3972727272727,195.95,154.97,68.75,132.6,52.25999999999999,58.85,60.78,100.22,58.6
76.31,96.9,136.36666666666665,72.38,145.38,156.25,44.79,168.02,153.5,25.38,121.65,145.4,105.0,75.95,40.95692307692308,82.5,133.67649999999998,52.52,97.95,131.30818181818182,134.72,117.07,74.65,137.6,45.247142857142855,56.33,47.28,87.83,66.55
71.31,101.6,126.15409090909093,66.44,136.23,137.85,47.06,165.0,146.48,18.18,91.25,131.82,83.75,69.54,38.171428571428564,76.5,127.6357142857143,46.62,76.15,182.8,193.05,110.78,70.75,119.35,41.327,52.0,45.52,71.85,74.25
64.7,87.35,186.53,60.81,112.45,111.82,38.94,152.62,110.15,14.32,86.62,102.07,70.9,55.46,34.76,68.85,175.6,39.95,61.88,170.07,162.57,96.55,58.97,106.15,38.113571428571426,41.95,41.38,58.6,74.9
49.75,69.55,146.7,49.32,85.67,102.8,31.11,124.08,74.75,10.47,63.23,96.45,64.45,42.36,43.3,50.32,151.7,31.42,37.88,128.03,120.97,90.72,46.38,77.18,31.400526315789474,25.77,29.77,45.97,59.05
39.61,52.92,77.65,44.07,61.23,79.97,23.12,102.83,48.8,6.97,34.12,56.35,41.05,33.09,28.47,29.1,88.78,19.68,23.55,77.25,83.55,56.95,37.45,64.6,23.398,15.0,37.65,20.65,46.98
30.38,34.08,47.15,38.44,58.05,57.33,17.52,85.12,42.05,5.42,46.25,53.9,24.58,24.03,15.43,14.82,57.9,13.25,18.98,48.42,24.85,45.72,25.07,51.25,37.3,9.0,32.55,27.6,36.77
29.66,28.6,33.0,33.53,60.38,36.08,11.74,64.33,7.05,5.38,17.62,48.38,11.5,23.27,8.32,11.97,24.58,7.38,8.5,54.25,37.05,25.5,15.25,48.83,33.27,7.0,12.6,132.47,27.43
29.7,42.03,38.35,33.58,48.0,28.98,10.45,52.42,13.0,5.07,15.0,29.38,9.95,24.38,1.6,10.35,7.43,6.15,7.12,47.77,24.2,14.18,11.9,44.62,32.32,4.53,11.35,69.72,15.22
28.2,27.57,31.05,40.35,187.55,32.95,10.77,50.42,14.38,5.22,8.65,36.18,13.85,21.15,1.35,9.25,6.85,3.83,7.28,48.2,25.88,14.43,11.28,42.85,41.33,28.38,14.78,35.17,12.5
28.16,22.8,189.3,37.05,61.6,50.3,11.37,20.2,58.6,5.12,8.4,107.6,13.0,27.66,36.0,10.2,43.5,25.8,28.7,23.8,33.79375,10.1,28.3,50.7,41.4,8.93894736842105,14.5,17.45,8.3
28.55,19.83,52.28,42.24,80.53,45.12,14.95,15.9,43.9,5.22,8.1,36.58,14.33,16.78,8.93,9.53,52.4,4.8,22.33,18.5,61.62,11.1,23.25,40.73,42.42,1.95,17.7,8.38,7.22
29.98,24.1,25.45,26.17,66.05,40.65,13.91,10.62,28.43,5.25,8.5,33.92,10.85,14.02,4.92,10.3,30.67,2.1,16.07,21.62,39.3,12.2,19.95,34.7,34.73,3.65,83.22,7.2,8.0
29.84,29.1,20.7,15.54,53.45,39.55,12.03,10.43,16.05,5.28,8.85,45.88,26.58,14.85,4.65,10.85,5.5,2.72,16.98,19.58,31.25,8.47,14.3,34.23,24.8,3.4,137.1,8.47,10.32
29.45,50.12,24.35,15.64,68.65,29.73,9.73,12.3,33.33,5.22,8.98,69.55,58.17,14.1,2.22,11.2,3.98,3.85,15.48,16.83,26.2,6.83,9.53,32.25,10.5,2.33,148.27,37.5,7.35
29.27,33.6,26.77,22.48,70.58,31.67,10.41,21.32,3.6,5.45,6.72,32.15,79.72,15.64,4.17,11.2,13.35,3.55,18.57,16.48,42.53,9.82,8.5,35.0,2.6,3.08,71.62,34.0,7.6
59.08,23.15,43.15,51.12,58.2,38.08,12.78,30.0,11.12,5.43,6.62,22.07,60.92,17.23,7.9,15.25,25.15,5.42,18.42,33.9,51.4,15.8,6.0,39.67,15.6,3.0,11.35,7.28,18.35
32.36,31.08,39.47,66.31,69.78,54.62,16.15,69.93,49.17,5.22,7.1,23.52,32.65,27.49,41.9,22.9,59.78,20.15,16.77,59.8,86.78,30.6,20.7,47.4,37.8,6.35,17.25,12.85,18.35
31.11,44.22,95.45,75.41,75.43,75.1,22.89,114.5,60.02,6.7,7.98,12.45,26.92,34.79,29.57,34.73,135.05,17.32,36.4,97.12,113.03,56.35,41.1,60.0,28.350526315789473,17.45,23.8,26.85,26.65
30.97,66.55,134.58,84.06,51.52,93.7,25.75,144.72,76.75,4.8,22.27,36.38,48.23,43.88,46.8,49.78,178.62,11.18,46.92,145.45,134.23,111.17,30.3,79.65,30.397333333333336,27.05,28.557000000000006,43.97,35.85
30.7,71.85,165.62,80.36,61.65,107.08,26.34,158.05,91.05,8.07,64.42,56.43,70.3,42.98,31.817894736842096,58.75,197.2,14.82,52.93,179.18,149.95,130.93,66.25,94.28,34.57,39.83,28.8,55.28,38.52
29.85,73.55,158.15,85.03,65.8,106.95,32.96,151.93,111.08,11.78,81.03,102.28,94.45,43.137692307692305,36.813125,58.72,120.05999999999999,19.1,51.1,177.4,157.3,96.4,66.4,91.03,37.479,33.27,35.45,60.85,43.43
29.15,78.95,195.5,85.03,78.72,121.85,33.2,154.85,112.47,17.32,95.03,131.35,95.57,62.58,37.51692307692308,59.85,126.17666666666666,14.62,61.55,128.9527272727273,162.22,99.18,64.47,102.15,44.25333333333333,25.85,42.0,70.67,50.2
30.42,82.4,190.1,85.03,78.72,120.2,35.58,161.5,141.32,21.45,96.28,153.17,103.17,69.92,40.335,62.43,135.5778947368421,29.75,61.78,132.3072727272727,170.07,129.28,70.2,99.85,45.943333333333335,37.67,47.3,72.43,47.75
46.55,85.85,190.93,85.03,97.83,111.38,37.17,171.27,155.82,23.1,98.65,167.08,100.2,78.54,40.77571428571429,67.0,133.155,38.48,64.68,128.69681818181817,166.4,135.25,74.0,114.0,47.06699999999999,30.35,54.83,84.05,56.22
74.0,60.5,158.43,85.03,119.55,96.1,33.79,171.82,169.57,18.5,72.17,168.83,107.7,86.44,39.769999999999996,67.65,116.6,53.58,61.12,118.02999999999999,144.6,127.3,73.35,120.35,40.745999999999995,47.42,59.33,74.35,47.1
87.88,53.48,92.28,77.94,79.22,72.2,33.94,131.27,97.38,19.43,59.68,68.38,51.23,59.82,43.55,47.72,135.45,27.3,42.27,120.92,116.03,80.38,54.83,91.6,40.309230769230766,19.67,35.0,47.73,42.62
45.52909090909091,36.2,122.4,31.49,50.98,73.7,28.39,62.8,43.77,10.98,50.28,45.0,28.8,53.03,30.93,24.02,137.12,14.9,36.65,58.17,117.42,41.73,47.5,52.48,48.2,7.8,30.922500000000003,38.83,30.38
37.49636363636363,26.07,73.75,24.97,28.45,60.68,21.897083333333338,70.65,15.47,5.53,21.02,24.43,23.7,52.28,25.65,15.25,66.75,8.02,22.35,31.25,91.83,24.75,2.7,39.05,49.4,5.9,23.147142857142857,17.55,28.85
35.196363636363635,10.98,24.43,57.14,42.48,50.15,18.83,51.33,17.9,5.4,11.57,16.83,7.35,24.74,12.25,10.43,19.05,16.52,11.1,25.0,48.47,22.65,21.25,51.87,10.17,6.92,24.0235,8.38,19.32
36.9,34.92,79.85,50.55,75.05,70.58,16.99,93.08,50.38,9.17,43.42,40.95,35.88,24.84,36.7,30.65,115.55,13.48,26.93,94.88,94.22,41.3,38.18,67.9,28.815652173913044,9.85,19.33157894736842,36.38,25.15
40.96,36.77,91.1,41.98,48.15,68.15,16.79,82.12,45.3,8.3,39.58,38.25,35.0,37.41,30.4,27.48,96.3,11.6,30.93,69.35,96.62,37.8,24.98,51.8,49.9,10.3,16.790555555555553,31.12,30.6
35.24,31.18,47.15,31.27,35.33,52.8,15.17,45.15,31.580476190476187,5.4,12.68,23.27,22.45,16.29,14.1,16.02,47.23,9.3,27.98,58.03,59.52,29.57,21.52,40.1,40.25,6.7,21.520625,15.53,20.43
31.22,21.52,19.45,22.09,32.9,47.27,11.09,16.93,33.767,5.05,22.98,14.9,18.35,22.72,9.25,8.25,55.57,6.55,13.23,42.85,33.78,19.62,20.6,16.73,39.8,3.52,23.632499999999997,8.5,14.22
28.77,16.8,105.2,14.82,25.03,22.7,12.88,40.7,66.29894736842105,5.2,14.75,50.8,21.1,23.34,22.375833333333333,9.6,16.9,35.1,20.4,18.7,69.88374999999999,10.5,17.0,17.0,23.6,9.6455,21.6125,18.8,11.2
27.35,21.43,25.65,29.17,35.62,26.03,13.53,42.85,38.22777777777778,5.12,8.65,39.45,15.85,15.11,40.2,7.1,23.67,65.55,12.18,29.9,59.08,18.33,13.12,20.25,15.1,24.88,19.235,16.88,10.62
27.05,12.15,10.47,37.05,31.65,27.78,16.97,24.9,26.55,5.33,5.62,24.05,7.72,20.93,10.35,8.25,36.55,15.4,19.1,23.52,63.45,15.57,10.82,126.88,17.1,22.73,26.54875,9.0,9.98
27.51,16.57,37.47,29.11,46.47,35.92,18.72,25.48,24.651764705882353,5.3,10.5,24.88,10.5,34.4,11.02,9.5,63.25,7.0,25.07,32.52,79.9,13.07,7.53,82.62,15.1,8.18,24.505625000000002,10.98,8.78
27.95,27.17,29.17,19.62,48.4,28.97,16.19,22.98,23.155882352941177,5.22,11.0,20.85,7.72,45.89,17.8,7.72,46.23,6.22,21.93,18.65,72.5,25.9,9.03,65.72,10.4,6.25,28.828750000000003,6.42,7.57
28.41,24.45,31.85,22.14,28.53,19.23,10.38,38.05,22.971052631578946,5.2,5.9,45.22,15.38,45.43,18.18,7.08,21.17,30.27,12.88,18.5,31.88,39.02,8.45,46.12,17.88,33.6,19.618125,4.27,8.85
28.81,24.3,31.43,47.32,37.95,50.4,12.35,37.38,30.706000000000007,5.5,21.15,47.95,29.2,52.72,9.2,10.07,60.7,11.7,13.98,26.55,38.0,20.35,15.03,29.98,30.95,12.47,16.58058823529412,16.58,10.25
28.9,33.98,63.58,54.44,17.7,80.5,13.86,63.75,40.29571428571429,5.43,18.27,4.28,18.3,41.52,9.27,20.23,92.4,3.0,18.35,46.12,80.12,22.95,27.55,46.27,43.35,3.83,17.57888888888889,18.65,19.25
29.61,41.83,108.45,58.82,37.45,79.62,20.77,75.95,54.22863636363636,5.62,44.52,6.88,32.38,22.62,21.17,26.45,141.07,7.97,27.45,71.7,107.15,30.5,34.73,52.78,30.182631578947365,5.28,21.255555555555556,41.33,29.0
29.15,58.65,142.32,61.48,54.3,89.65,27.83,90.25,47.98,6.18,61.4,27.53,51.45,28.0,33.57,33.15,162.0,9.95,32.5,89.2,129.12,44.9,41.8,56.35,33.318666666666665,6.43,22.783888888888885,53.62,34.65
29.02,67.75,165.38,61.48,73.98,99.08,30.68,110.12,93.17,7.75,78.15,77.28,75.65,44.12,41.0,42.67,185.72,20.95,44.77,116.33,146.95,61.12,50.05,64.75,39.08846153846154,8.0,21.0,57.48,45.8
29.34,71.1,169.57,61.48,78.3,106.88,28.79,117.62,115.2,10.28,84.8,109.95,80.6,50.98,47.1,46.3,125.35150000000002,33.8,49.65,153.2,151.1,79.22,59.45,76.31636363636366,42.551,20.33,22.58,59.72,53.98
34.45,70.42,185.83,61.48,56.95,113.15,30.36,130.35,121.07,13.97,92.62,107.55,85.55,57.09,34.845,50.17,126.27941176470586,36.92,53.65,175.8,162.77,92.4,67.8,81.12952380952382,48.07333333333334,31.9,28.45,67.82,48.78
52.05,76.47,186.05,61.48,27.7,110.38,32.54,142.62,131.4,16.15,99.53,117.0,101.57,51.39,41.667500000000004,50.3,137.8565,42.98,54.08,190.82,160.62,107.5,71.88,84.295,46.004444444444445,35.38,35.4,72.82,53.4
87.7,79.73,195.73,61.48,55.67,112.2,31.92,153.07,145.85,20.1,100.15,128.4,113.77,59.19,41.251875,54.25,132.19050000000001,48.35,60.75,193.18,161.35,119.2,71.22,83.59100000000001,43.983000000000004,45.0,40.67,76.5,56.33
80.3,68.72,158.88,61.48,54.88,99.95,33.66,140.03,134.05,14.85,84.1,122.72,92.67,62.45,39.71058823529411,46.65,166.0,52.9,53.53,177.0,150.85,116.53,72.58,80.761,40.153999999999996,42.65,50.75,66.9,49.0
62.01,50.1,128.85,61.48,56.5,73.28,34.13,86.2,81.92,16.25,66.28,76.02,45.45,53.1,45.15,44.95,141.88,35.9,48.5,142.93,122.77,79.85,49.2,71.58333333333333,37.29142857142857,29.88,27.95,45.68,37.95
84.77,40.92,103.03,61.48,51.33,63.55,22.38,90.0,80.42,11.25,54.62,66.32,36.62,38.16,42.7,43.55,124.83,25.62,42.65,100.27,113.75,56.12,43.88,63.715,32.48,22.22,26.93,44.57,39.7
75.37,30.48,87.77,61.48,21.45,49.58,25.78,61.3,69.62,7.45,28.75,51.9,35.83,41.34,30.75,26.25,82.85,23.77,31.35,83.97,92.15,43.23,32.38,52.7,46.17,6.58,24.02,29.52,29.65
65.91,16.9,20.05,61.48,25.05,21.95,20.41,23.88,50.42,5.5,20.8,31.52,21.9,24.52,23.0,14.72,14.85,19.7,16.62,70.88,75.5,33.4,18.95,32.2,34.75,9.45,17.48,9.55,22.35
37.54,21.52,63.85,61.48,19.52,39.92,21.32,5.03,30.5,5.78,25.88,11.82,8.93,23.14,9.05,13.68,55.77,10.2,24.78,59.77,80.2,15.1,19.53,21.92,10.5,8.55,11.62,9.28,15.32
37.65,11.25,64.47,46.38,8.82,42.58,21.0,23.65,39.88,6.75,29.9,5.95,14.92,23.21,9.1,16.82,62.17,6.08,22.32,75.1,79.73,25.12,15.4,35.2,24.15,12.85,12.35,19.3,17.05
44.08,8.18,53.85,14.3,8.68,20.32,20.29,10.63,41.35,5.25,21.18,10.5,17.93,21.89,5.28,10.93,61.5,6.1,12.7,63.88,75.07,24.27,12.5,34.65,35.17,8.68,21.952,3.97,14.35
