IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,DTU-CPCB,Okhla-Phase-2-DPCC,Aya-Nagar-IMD,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,ITO-CPCB,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,MDCNS-DPCC,Najafgarh-DPCC
4.0,15.6,22.22,16.2,50.47,8.65,17.64,14.55,22.1,20.32,16.12,6.53,5.4,19.46,8.97,7.97,12.28,6.77,10.372142857142858,13.15,12.25,7.68,2.95,28.02,14.32,3.12,60.7,29.8,2.48
2.43,20.8,15.18,23.14,53.42,10.2,15.76,9.0,24.05,19.59,12.88,6.58,9.8,17.76,7.83,9.62,1.62,6.97,12.09875,8.5,12.78,7.2,5.65,27.35,8.8,3.17,14.67,25.0,2.98
4.16,26.1,12.2,38.92,56.77,34.35,16.67,18.5,34.38,20.94,10.55,13.05,17.15,20.88,10.67,13.55,11.53,15.82,13.68,19.88,43.7,7.75,9.93,26.88,17.4,3.92,15.8,16.48,6.52
20.05,39.65,19.25,44.4,67.65,49.6,22.19,47.58,54.65,27.43,22.32,25.35,26.68,23.98,20.33,20.82,26.7,40.78,18.77,21.08,79.05,9.53,19.05,25.85,26.08,5.08,24.12,33.0,16.4
33.95,46.28,18.4,46.58,80.83,54.05,25.41,61.88,47.7,21.88,27.82,6.17,30.15,16.39,27.1,26.75,34.83,14.43,21.65,28.52,94.25,13.02,34.42,25.45,25.62,8.28,31.08,39.45,20.6
26.18,68.85,19.65,32.3,83.8,51.53,28.55,62.77,46.17,16.82,26.2,6.57,42.23,18.85,23.1,27.47,39.7,13.3,24.35,24.07,87.3,20.7,45.83,26.23,34.75,12.82,30.95,49.15,1.7
18.74,52.25,12.7,25.68,66.28,32.88,23.99,36.55,32.4,15.58,15.57,6.52,28.05,13.46,44.85,19.58,21.65,7.05,6.55,16.3,67.12,12.38,41.48,27.33,26.67,6.83,19.83,30.43,21.88
11.63,22.3,11.78,22.98,46.38,28.92,22.57,10.78,30.4,29.23,12.12,6.35,12.7,5.77,42.85,11.38,14.65,6.88,9.78,7.75,37.23,10.27,15.0,26.05,24.8,4.17,14.6,17.55,13.52
14.75,20.6,12.57,29.36,57.73,14.1,19.89,16.62,31.95,19.0,13.05,5.67,3.58,2.83,15.52,14.18,10.25,7.12,9.25,10.43,31.05,11.0,10.23,27.65,22.62,4.03,14.62,23.83,12.23
20.48,22.12,12.93,47.48,62.73,20.5,22.08,20.65,35.73,28.84,11.07,2.55,10.58,7.94,20.95,18.1,13.82,6.6,9.03,16.3,35.85,11.75,22.02,29.25,26.45,4.4,15.95,28.23,12.8
31.55,24.85,14.43,54.89,66.8,27.27,20.13,32.85,39.43,24.48,15.05,4.35,22.65,8.75,27.1,18.95,14.82,7.7,13.62,19.7,37.88,13.8,34.23,29.65,34.5,5.2,27.55,25.55,11.45
38.51,40.6,15.3,40.05,89.65,39.23,23.13,41.52,43.15,47.15,17.88,5.88,37.5,8.23,20.48,20.3,28.634761904761902,9.0,19.178235294117645,18.1,37.2,16.48,44.05,29.6,43.4,9.68,23.65,36.67,10.88
21.62,33.65,14.6,31.41,80.27,62.93,21.07,26.2,32.02,21.48,34.95,6.55,33.08,10.71,13.03,27.38,13.78,5.78,17.9225,19.52,50.75,9.32,24.93,29.38,38.85,5.07,18.9,45.95,13.85
21.85,39.5,17.85,23.36,60.77,45.55,21.5,26.22,31.0,22.7,31.53,7.85,18.23,12.1,6.67,15.78,17.12,5.83,14.888,12.3,57.78,9.03,14.72,30.1,32.25,10.07,16.65,26.5,14.35
15.67,22.33,11.57,14.15,51.35,23.57,18.7,20.55,29.02,24.61,35.3,10.53,11.65,9.7,3.03,13.4,38.2,5.5,8.554166666666669,4.8,29.05,10.97,7.5,29.95,23.75,3.67,13.7,13.18,12.0
9.08,9.1,13.05,11.26,72.65,10.88,14.96,13.6,26.2,17.77,56.12,39.3,4.92,18.27,14.165882352941177,8.4,19.22,5.23,7.636363636363637,4.88,8.58,8.8,6.47,26.23,31.9,3.17,13.9,6.2,8.45
4.65,7.62,8.82,9.81,52.2,13.03,14.17,9.7,23.75,15.02,32.52,36.9,1.55,15.86,12.725625,7.25,14.203124999999998,5.07,9.06,4.53,14.1,6.75,2.22,25.9,46.2,2.88,25.57,14.77,3.38
2.46,11.05,2.27,10.57,15.1,8.88,14.57,8.53,22.38,21.28,9.75,6.72,0.9,17.74,12.991764705882353,7.47,14.432857142857143,5.35,10.17818181818182,4.22,6.58,6.5,2.45,27.77,26.4,2.6,63.77,10.53,3.62
4.68,9.43,5.0,14.86,37.98,8.85,15.48,8.53,21.62,23.55,8.68,3.3,5.75,13.47,13.520588235294117,12.7,11.309285714285716,4.92,12.102727272727272,4.3,4.35,6.07,2.85,29.1,10.6,2.05,44.7,9.78,4.0
5.24,9.65,6.78,12.78,46.75,13.65,12.65,7.08,21.75,12.56,7.35,7.3,12.35,13.23,14.451666666666666,17.45,11.637857142857142,4.93,10.295833333333334,3.67,13.68,6.2,1.35,29.12,10.78,2.45,85.55,3.27,5.28
4.22,9.1,4.387142857142857,13.48,48.53,8.9,14.03,9.4,12.8,12.48,8.176,22.5,8.2,11.85,1.4,17.7,23.81875,11.15,12.879166666666668,5.2,10.3575,8.8,2.3,18.85,16.25,6.5,15.4,27.3,3.4
3.35,7.25,4.25,13.96,44.9,7.67,13.35,8.05,24.93,14.39,7.865263157894737,13.07,15.1,10.96,1.05,20.45,17.68642857142857,6.38,10.311666666666666,4.75,6.53,6.7,1.6,25.5,8.33,3.2,12.57,6.1,2.17
4.67,5.82,4.7,13.35,35.45,4.22,13.62,7.38,24.32,14.45,3.58,6.4,27.9,13.39,0.9,27.52,14.28,5.82,6.609999999999999,3.82,14.15,5.82,3.9,25.97,8.5,2.45,11.85,3.58,2.6
3.35,5.18,5.6,15.82,35.4,7.6,14.92,8.35,22.15,23.49,6.2,11.38,6.33,15.12,1.23,13.4,11.61235294117647,4.67,10.632857142857144,11.85,7.42,5.9,2.7,24.9,8.1,2.42,11.85,3.3,2.78
3.26,6.03,8.9,16.29,46.83,9.05,17.04,6.35,20.85,22.44,5.38,29.98,5.38,15.31,1.3,8.85,3.45,5.1,9.808666666666666,28.73,16.05,5.65,1.77,26.43,8.38,1.95,12.0,2.4,2.6
5.02,7.28,3.68,20.91,48.45,15.93,15.21,6.42,20.7,24.35,7.8,32.15,7.78,15.67,2.12,8.75,3.18,4.85,10.841176470588236,34.5,27.3,5.55,2.4,28.4,10.62,2.3,12.38,6.7,3.1
8.15,12.82,7.88,25.07,48.17,19.12,17.8,11.02,24.12,65.21,7.47,17.48,9.8,16.17,17.7,9.5,1.65,8.18,8.05,11.15,34.02,5.58,3.9,29.15,14.23,2.15,13.65,13.8,5.42
12.77,23.45,9.5,27.87,49.35,26.85,20.11,16.67,26.6,72.88,9.35,4.45,17.52,18.79,9.25,13.35,3.07,8.93,10.88,6.62,48.7,5.95,7.77,28.25,19.45,3.4,15.4,19.47,9.38
17.96,31.25,9.27,33.55,51.283157894736846,29.45,23.08,21.57,27.12,43.58,17.9,8.15,22.45,22.28,5.5,14.3,6.93,8.15,12.75,7.08,55.75,5.58,11.93,27.25,22.05,3.3,15.45,23.77,8.03
22.59,36.73,10.58,42.62,48.1078947368421,37.65,17.0,26.2,28.9,20.59,19.38,1.0,30.48,20.07,20.033809523809524,16.35,9.73,6.9,13.3,7.6,59.38,5.58,11.62,27.25,26.2,3.67,17.2,31.75,6.97
26.39,41.23,11.55,40.58,15.95,46.42,19.06,31.55,30.83,30.44,19.92,6.88,35.95,18.58,11.68,18.2,14.35,4.97,13.4,10.05,67.02,7.38,18.43,27.1,32.15,4.62,19.45,41.38,7.12
27.74,42.58,11.82,29.77,34.35,40.77,24.0,37.05,33.15,43.24,21.57,5.15,40.98,21.48,6.15,20.35,19.12,5.12,16.88,12.85,72.57,8.2,23.4,26.32,36.48,6.3,22.32,46.88,11.28
25.68,41.598125,13.8,33.92,30.8,38.48,26.57,34.52,31.85,27.66,21.9,8.6,43.02,16.83,23.12,20.75,23.65,4.93,17.92,14.07,77.33,10.12,23.9,24.9,35.67,6.6,22.7,51.95,13.35
25.44,49.67937499999999,9.93,30.52,30.35,37.48,26.9,30.82,29.9,20.55,23.57,8.05,38.98,14.56,46.42,18.65,24.95,8.22,18.8,12.9,71.58,9.45,20.93,25.08,31.15,7.08,22.23,46.5,16.93
25.2,48.081250000000004,10.88,32.66,28.57,32.15,25.33,31.85,31.45,42.78,12.75,8.1,34.05,14.24,51.07,19.0,22.35,7.98,15.2,11.68,71.53,8.88,21.05,24.8,29.52,6.35,22.45,41.73,17.12
24.13,43.2325,13.3,33.86,28.07,34.1,26.31,30.72,29.75,26.3,23.23,16.6,36.25,15.01,14.0,18.45,23.27,5.0,15.32,11.5,73.3,9.97,22.32,24.88,29.98,6.7,22.32,37.58,15.88
24.57,38.25,10.6,31.26,29.73,31.32,26.04,30.48,29.2,25.57,19.73,16.48,35.97,14.04,8.35,17.9,23.45,4.78,15.12,14.02,68.97,11.03,23.9,23.77,28.68,7.18,23.5,36.58,14.4
21.85,32.6,8.5,18.67,28.48,27.7,24.43,28.53,27.83,26.72,14.18,15.75,31.35,9.24,7.38,17.17,20.1,5.6,12.55,12.48,63.78,9.98,14.35,27.32,26.43,3.38,22.73,29.45,14.27
14.51,33.15,9.4,18.42,23.52,30.4,24.58,19.82,24.1,24.86,14.93,10.35,27.0,14.97,5.05,14.72,18.48,5.73,10.68,7.2,64.8,8.03,8.6,25.82,20.8,0.97,18.23,29.65,13.57
10.93,31.1,11.67,22.91,24.9,29.15,26.09,15.42,24.12,21.71,15.3,12.23,22.68,6.57,4.6,13.53,18.0,5.9,13.3,5.22,62.92,7.15,9.88,26.17,21.45,1.32,14.9,28.62,15.0
10.27,33.95,31.23,26.48,28.45,27.08,24.92,12.47,23.5,24.21,16.8,11.27,25.72,14.11,6.42,15.55,20.38,5.22,13.03,7.92,62.52,6.98,10.6,25.52,21.73,0.3,18.75,31.5,13.88
16.26,34.12,15.85,23.39,26.95,24.7,24.51,15.02,28.25,20.04,15.68,14.75,25.98,29.23,6.03,15.65,18.23,8.8,13.78,10.98,54.22,6.28,8.35,25.73,22.88,4.107619047619047,18.47,30.67,13.07
15.95,35.4,12.32,22.63,24.8,24.5,24.15,17.88,26.6,21.3,17.82,8.73,24.6,28.11,5.25,16.55,17.95,9.02,14.73,9.55,53.98,6.3,6.75,26.3,22.05,2.1,18.35,29.38,13.03
14.43,37.3,13.9,26.66,24.62,25.1,23.23,14.2,24.2,19.02,17.68,12.55,23.17,20.16,4.92,15.0,19.32,6.0,15.6,11.03,55.4,6.2,4.28,27.1,17.48,1.8,17.62,25.4,13.0
18.25,44.6,3.4,26.58,36.05,35.2,23.87,21.6,27.25,20.1,14.809999999999999,11.45,23.05,21.36,37.65,18.6,21.3,23.75,20.2,12.6,55.864999999999995,10.1,32.9,14.9,30.95,6.194736842105264,27.15,40.45,13.55
22.23,40.6,9.48,26.78,33.77,31.35,26.3,26.95,32.5,23.23,19.7,10.57,27.57,23.25,18.1,20.25,23.12,16.38,18.55,16.4,65.77,10.07,50.6,21.38,27.98,2.1,25.52,36.67,14.9
18.3,34.35,22.32,24.03,26.6,27.6,25.12,22.92,30.68,17.47,16.7,17.25,24.73,21.41,59.9,18.68,20.98,13.67,11.65,15.9,57.15,9.55,20.52,23.08,25.1,2.881904761904762,23.7,33.3,16.75
17.43,30.98,14.6,25.72,28.05,27.23,22.96,21.43,27.32,24.06,17.62,10.07,24.62,23.8,72.8,16.0,18.0,5.45,13.25,14.33,51.58,12.75,19.85,23.42,24.05,1.9,25.73,30.7,15.35
16.47,28.48,12.08,23.19,28.93,21.73,22.41,25.67,25.9,25.02,16.6,10.17,22.62,23.21,80.7,14.05,15.18,5.4,12.75,12.27,46.3,15.95,18.23,22.32,21.93,6.167368421052632,24.2,27.77,11.9
13.13,27.83,5.78,24.39,28.2,19.95,20.45,16.77,31.4,21.03,12.67,9.5,17.88,23.16,59.85,13.57,14.65,16.55,12.53,10.5,45.08,10.4,13.78,24.35,19.07,2.7,20.62,24.92,5.45
14.04,25.55,5.72,24.85,35.62,18.92,19.33,17.35,35.2,15.91,11.57,8.7,17.02,17.49,39.62,13.07,12.95,25.35,11.5,9.23,44.17,7.57,11.78,25.88,20.17,2.3,18.55,22.93,9.73
17.48,28.7,9.93,29.99,34.47,25.7,20.15,21.05,29.15,34.31,13.18,10.15,23.55,17.81,32.12,13.65,15.4,9.05,13.4,8.0,48.52,8.48,12.42,25.95,23.93,4.0695,21.62,28.05,10.85
23.47,32.27,11.48,32.9,41.52,33.62,21.99,29.25,32.67,21.15,19.68,16.9,35.05,26.0,16.9,16.05,22.38,6.15,15.0,8.8,60.62,14.7,25.17,25.08,28.77,5.312500000000002,22.18,35.52,11.62
25.67,33.65,13.1,38.78,37.02,38.27,24.02,37.1,37.15,17.63,24.05,7.65,38.92,27.74,14.1,21.38,23.55,5.9,18.67,14.43,63.45,18.25,37.67,26.83,37.0,4.9,26.25,45.4,15.3
33.24,41.35,14.3,38.44,39.0,39.78,31.4,55.9,41.33,17.94,27.6,8.75,44.2,30.66,21.85,24.7,25.82,6.3,13.3,20.6,68.7,18.93,44.52,21.5,41.5,6.75,29.25,49.95,15.38
35.53,44.1,32.23,37.83,44.22,41.9,29.31,66.93,42.52,22.53,31.48,13.35,51.85,22.8,12.43,26.4,31.18,6.4,20.52,27.15,64.42,24.3,30.927894736842106,20.4,42.1,11.75,29.93,52.25,19.3
41.12,50.2,23.9,41.76,43.2,43.67,25.1,70.88,44.03,31.79,28.07,23.25,52.12,23.3,19.8,24.2,36.75,6.67,21.55,28.02,59.17,24.03,30.934999999999995,11.43,40.55,12.42,30.6,56.52,24.75
37.23,54.27,14.78,35.85,44.3,45.3,26.519523809523804,64.0,45.95,26.16,28.0,31.07,54.62,22.31,14.18,27.23,42.73,7.35,23.15,33.55,65.03,26.48,32.900000000000006,13.05,47.7,7.32,33.27,71.43,24.55
31.66,57.9,17.88,36.87,40.68,49.8,26.71714285714286,55.45,39.78,13.96,36.72,29.02,61.32,22.21,14.07,28.95,44.4,6.57,22.38,34.38,72.3,15.4,29.131874999999997,14.15,45.0,1.48,32.5,71.22,23.88
31.15,54.18,20.02,35.6,44.28,46.17,24.506190476190476,51.78,38.7,22.4,24.55,31.9,51.28,15.37,13.72,27.03,35.0,5.7,22.15,20.897727272727273,72.72,16.08,28.876666666666672,16.65,44.7,4.67,32.8,53.0,27.25
31.3,49.62,13.72,29.66,51.65,40.83,27.5,49.12,35.1,16.65,24.55,34.97,50.88,14.57,14.85,24.55,30.05,5.92,20.7,29.98,81.58,14.42,27.21933333333333,23.47,41.95,5.42,29.73,43.83,25.33
27.68,19.4,12.57,24.73,39.52,13.72,24.38,46.05,30.82,22.13,4.35,30.95,22.43,15.63,15.75,15.15,2.65,6.95,11.72,16.1,31.92,12.28,22.387999999999998,24.12,33.65,4.6,22.18,19.15,24.67
16.16,2.75,6.72,19.05,35.12,5.1,17.62,35.27,27.78,16.23,6.53,15.52,19.62,6.31,20.02,8.6,2.1,6.95,1.3,8.47,22.93,9.6,14.46375,25.88,28.02,2.2,15.62,8.6,17.85
11.47,2.65,11.9,19.98,32.4,5.7,16.12,26.57,27.55,15.55,5.72,11.05,5.1,6.48,18.88,8.78,3.05,8.78,6.32,4.3,27.58,21.88,10.171176470588236,24.15,16.95,3.58,13.55,6.45,7.17
8.44,4.78,15.32,20.6,35.75,2.83,15.72,21.45,24.32,17.08,6.12,7.85,5.15,5.56,20.43,7.83,2.7,8.7,5.5,5.22,29.77,9.05,8.605555555555556,11.5,15.93,0.38,16.0,2.4,6.08
10.66,13.25,4.47,13.45,130.4,2.67,18.63,18.83,25.52,14.72,6.82,10.55,5.5,5.63,16.55,8.35,2.6,6.85,9.05,7.27,18.3,9.2,6.991052631578946,14.08,18.15,2.53,14.75,2.17,2.62
17.89,15.7,3.73,19.4,6.7,2.33,19.43,5.9,24.8,9.55,9.03,9.4,2.25,5.36,15.25,6.3,4.35,6.12,11.43,6.45,19.2,7.6,1.05,15.93,15.68,6.0566666666666675,16.42,4.15,2.67
6.72,17.23,5.55,13.58,56.33,4.97,18.77,4.02,24.88,16.53,10.85,3.78,1.23,5.77,10.3,5.45,4.22,5.9,9.38,5.92,21.45,6.97,4.68,18.02,16.6,5.745454545454545,14.93,3.95,2.48
3.07,16.6,4.4399999999999995,20.66,50.12,8.9,15.76,8.4,15.75,13.8,6.263636363636363,28.35,6.446521739130435,3.54,18.2,5.7,13.620588235294118,11.15,10.7,7.4,15.618749999999999,10.1,7.1,17.1,22.3,11.195714285714287,19.45,15.5,3.6
2.1,12.45,4.53,16.79,100.55,2.9,13.29,5.65,23.98,13.76,1.65,11.15,2.17,10.0,17.55,5.65,1.73,7.03,8.57,7.35,7.55,7.42,1.65,22.5,16.25,51.17,17.57,4.72,3.95
1.93,5.17,6.18,11.26,45.55,1.88,13.34,5.0,23.2,26.28,7.92,20.02,6.32,7.42,11.95,6.2,0.2,6.35,0.4,9.07,4.28,6.97,7.752727272727271,24.03,13.9,0.35,52.75,2.45,1.92
1.91,4.0,5.97,10.32,44.05,3.45,13.09,5.65,24.5,21.76,7.18,10.07,4.4,4.73,11.8,5.8,3.17,6.43,4.9,7.5,8.2,6.57,0.5,23.6,15.88,7.6,25.65,2.0,2.33
1.62,3.33,6.95,10.86,5.8,2.77,11.03,5.07,27.35,19.73,7.53,12.6,1.95,2.41,12.12,5.95,3.28,9.0,4.88,7.2,16.2,6.35,8.849565217391305,16.02,14.45,58.28,15.35,2.4,2.4
2.04,5.58,8.03,18.22,12.12,4.8,11.58,6.45,28.75,18.77,10.38,7.45,2.65,2.86,12.2,6.3,3.08,15.67,1.1,6.95,16.62,6.78,1.35,15.3,14.8,18.48,36.4,2.6,3.1
6.29,7.55,14.3,35.59,21.6,18.15,16.9,13.07,28.92,27.43,11.53,12.28,9.78,3.69,61.1,7.6,5.62,14.45,11.615999999999998,8.35,31.27,9.3,3.5,16.23,23.52,6.969999999999999,35.03,11.45,4.05
20.55,16.98,17.02,45.55,26.3,35.58,24.64,26.55,29.57,52.33,21.05,9.25,17.6,5.11,19.2,16.82,15.5,7.22,13.282999999999998,14.15,68.43,15.38,13.12,16.32,30.6,7.4728571428571415,17.27,24.5,12.57
29.57,29.5,22.1,61.0,27.35,55.35,27.27,49.35,35.8,50.22,26.05,7.72,38.78,3.93,23.22,23.7,26.12,10.58,16.461500000000004,21.4,95.68,12.45,13.62,23.3,38.98,7.91952380952381,20.3,37.23,15.22
47.94,48.28,28.55,68.62,40.75,59.23,33.46,81.68,49.95,33.8,38.05,10.2,58.6,2.34,28.98478260869565,26.92,28.5,9.4,19.8335,32.6,123.68,15.12,20.58,23.38,46.4,2.2,35.35,60.05,18.85
59.55,76.53,30.98,75.38,45.53,72.0,36.95,86.55,60.67,35.29,57.65,11.58,57.1,6.74,51.5,39.65,36.6,11.77,29.2,44.92,126.65,18.4,29.47,23.65,33.21888888888889,7.15,69.6,95.3,29.35
61.12,102.92,29.5,82.36,45.77,81.35,35.53,74.65,54.7,44.91,57.6,14.93,108.72,13.78,55.02,52.12,38.23869565217392,9.2,36.93,48.92,138.43,14.6,35.1,23.52,35.89375,6.08,64.45,119.22,39.83
63.3,120.33,53.92,62.37,42.92,82.18,31.43,94.5,59.92,46.93,60.48,20.65,139.98,21.6,48.6,64.9,46.0,7.85,39.4,59.62,136.57,14.88,31.2,15.05,34.120769230769234,6.22,63.18,140.6,42.45
44.23,138.2,34.35,58.16,55.05,75.15,33.41,93.17,61.35,62.16,70.72,44.1,119.05,17.12,38.17,70.12,67.33,7.22,40.38,66.95,131.88,16.93,34.3,16.67,35.91357142857142,6.58,55.27,142.18,33.7
50.69,126.4,33.35,61.46,56.0,74.48,37.68,70.0,51.67,45.99,58.8,42.48,102.03,13.296956521739128,43.33,47.75,65.95,6.17,39.78,45.75,132.45,18.07,34.05,18.48,36.31625,6.42,34.4,130.18,36.48
46.34,97.3,31.9,54.51,51.6,66.62,39.39,73.67,57.67,45.96,56.8,28.45,95.95,18.3,40.85,56.15,73.05,6.3,45.65,38.78,113.17,21.58,34.88,18.77,33.75058823529412,6.4,48.98,117.6,48.47
40.34,36.5,35.12,42.51,54.03,47.05,41.81,58.7,49.5,50.12,52.77,20.9,31.45,18.13,41.2,52.05,43.0,6.3,41.12,46.2,118.22,16.38,37.88,20.85,30.76166666666667,6.6,46.5,117.85,36.0
29.18,26.08,30.1,42.52,42.85,60.85,42.18,52.62,41.4,35.15,43.65,12.8,21.88,14.97,33.55,33.45,48.48,7.7,34.88,34.95,138.18,14.75,26.23,22.32,25.451052631578946,6.7,34.5,71.93,29.35
33.93,12.08,21.23,28.88,40.92,44.08,33.25,36.52,40.72,28.69,38.17,12.0,14.42,15.16,32.88,24.23,42.53,6.77,23.05,30.1,93.85,14.48,13.8,23.73,26.45,6.5,27.9,62.58,24.15
28.16,4.8,15.05,20.24,41.9,18.57,21.95,25.95,33.75,23.98,22.0,7.85,6.35,6.56,23.5,13.15,29.45,5.55,13.2,13.47,66.03,10.43,4.55,24.25,25.02,6.35,18.2,14.5,12.8
14.65,10.03,7.5,17.75,35.42,11.93,17.09,4.47,29.0,27.05,20.25,8.82,6.38,4.05,14.7,8.15,10.65,6.08,6.47,12.53,49.48,14.5,6.88,16.35,27.83,6.68,13.4,6.3,10.3
5.7,14.95,10.67,14.59,33.45,8.22,15.21,5.75,27.48,17.39,10.78,9.18,6.4,7.71,11.75,6.05,20.88,7.43,12.28,16.43,51.05,23.5,5.93,15.6,21.33,6.95,14.25,2.67,10.97
8.85,12.6,12.1,21.66,34.65,19.33,20.29,8.35,28.75,17.96,11.68,11.22,8.35,10.16,13.62,12.85,13.07,6.95,16.0,17.95,44.97,20.75,5.82,17.58,17.12,6.5,14.95,9.85,8.4
17.57,15.55,12.68,16.1,35.5,26.6,20.67,14.45,27.2,32.86,9.12,7.68,7.62,5.87,14.88,12.32,6.97,6.72,13.82,12.6,46.5,8.68,7.85,16.98,15.43,6.33,21.65,14.85,8.68
10.81,16.387142857142855,6.939285714285716,20.46,34.75,15.25,22.56,11.1,18.3,13.99,11.782727272727273,6.35,8.3,11.79,13.2,17.3,18.70058823529412,9.25,14.2,11.25,54.253750000000004,9.1,5.7,17.65,19.75,6.2,21.9,30.5,13.9
8.29,15.4,5.53,28.37,35.58,19.07,20.76,13.0,30.85,35.13,1.35,7.93,18.05,19.47,13.5,14.85,16.95809523809524,6.12,11.5,14.08,53.85,8.68,9.05,22.82,18.97,6.4,22.32,19.73,17.73
17.87,28.7,13.82,29.81,45.0,36.7,27.92,27.52,33.65,29.41,10.62,11.8,22.3,28.48,16.25,20.35,10.88,4.4,9.7,20.12,57.2,12.05,18.58,24.0,28.45,6.45,27.27,32.55,21.72
16.56,20.93,10.88,21.19,42.98,32.83,24.6,29.75,25.1,26.74,31.88,8.98,13.15,15.35,13.78,18.25,15.28,6.25,18.5,14.18,70.53,10.12,13.5,23.85,27.88,6.45,27.95,34.73,14.2
12.92,11.97,7.17,15.85,35.98,20.75,22.19,18.38,25.12,21.3,19.73,9.25,2.93,20.04,12.95,12.35,11.98,5.62,12.62,11.95,60.45,9.4,7.1,15.8,22.07,6.53,17.93,24.75,11.18
9.13,8.03,9.0,11.93,32.48,13.18,19.54,4.4,25.23,20.77,8.9,8.2,1.18,20.21,9.45,8.4,7.25,5.4,11.62,9.75,40.15,7.38,7.4,15.7,11.03,6.65,14.05,13.55,5.4
7.75,8.6,12.4,19.67,32.77,15.3,17.18,5.67,25.82,21.36,5.88,4.65,1.93,19.02,10.2,9.15,5.83,5.62,12.25,8.65,36.02,6.7,4.38,17.48,11.32,6.65,12.5,10.43,4.43
7.39,13.95,12.28,27.93,33.15,18.6,18.65,12.72,28.32,20.95,9.55,3.8,4.07,12.49,9.82,12.23,7.15,5.43,13.45,9.18,40.62,6.97,5.45,18.33,16.62,6.6,14.2,17.77,8.05
15.75,10.5,16.25,43.71,35.75,32.47,20.73,23.07,31.45,20.41,13.07,5.97,7.15,11.51,12.5,15.72,13.97,5.47,17.2,10.02,59.23,7.65,9.8,23.72,25.18,6.7,15.82,24.57,11.43
30.36,7.58,17.73,51.0,36.55,43.8,25.09,36.12,34.17,40.21,17.2,6.45,7.95,7.72,24.23,23.62,15.05,5.42,20.07,17.0,93.65,9.98,16.4,25.48,40.85,6.6,24.25,40.15,11.18
34.61,17.32,25.3,63.27,44.8,65.85,28.93,52.45,41.3,35.14,27.6,9.9,19.3,14.38,33.45,30.3,16.9,5.7,13.67,22.62,105.73,13.38,17.48,25.98,31.30761904761905,6.62,25.6,58.1,14.85
46.6,31.2,30.47,52.5,50.3,88.93,31.85,71.47,47.22,49.08,44.58,12.95,26.52,10.57,42.52,39.1,28.95,5.2,29.25,32.52,127.38,17.18,20.1,26.83,34.32899999999999,6.6,55.33,90.93,17.85
34.12,56.2,28.8,37.05,52.17,62.0,35.4,56.45,41.83,41.14,48.83,14.23,38.23,4.47,27.88,36.73,29.4,6.6,28.12,35.02,85.3,14.45,26.45,17.67,33.83500000000001,6.53,52.12,89.58,21.67
24.64,69.6,19.75,38.49,55.12,33.62,29.7,44.42,34.1,33.2,28.05,22.67,16.77,1.76,21.5,23.57,7.38,5.15,22.6,23.45,84.15,12.0,25.32,15.35,42.4,6.85,52.92,53.2,25.0
22.51,51.22,17.77,34.46,49.1,31.92,27.23,37.5,34.85,28.37,22.02,14.85,14.75,2.43,19.9,17.17,2.3,5.1,16.92,12.82,51.62,11.43,20.8,18.55,46.3,6.78,26.2,34.78,15.669565217391309
21.15,26.6,19.52,37.14,40.75,25.52,27.86,40.35,36.12,29.37,23.6,18.45,6.15,6.82,19.38,21.38,4.38,5.85,16.17,19.75,49.1,9.82,16.88,17.7,43.58,6.55,46.85,30.27,10.4
18.79,28.85,15.65,30.39,60.9,22.57,24.98,32.03,34.77,25.29,22.5,16.45,4.9,14.24,17.95,19.05,5.68,6.1,14.38,18.55,43.3,9.93,21.08,25.62,41.2,6.67,37.27,26.1,9.43
13.92,14.93,7.35,20.95,64.36222222222221,9.48,22.87,30.15,31.77,25.85,15.25,16.85,6.3,10.11,16.18,18.23,15.501428571428571,6.6,10.97,15.65,33.3,10.28,14.45,25.48,40.7,6.38,16.6,22.35,5.43
9.68,3.17,6.2,14.86,63.376250000000006,2.77,20.67,22.55,28.85,24.09,12.93,11.55,4.38,10.78,13.52,9.18,12.991499999999998,5.65,2.9,9.97,11.45,8.85,10.88,25.8,23.48,6.73,12.25,11.52,2.6
6.83,1.55,5.35,11.87,64.84533333333333,4.08,14.25,13.78,27.15,31.31,11.15,8.5,2.68,15.31,10.82,5.75,12.670555555555556,4.88,6.03,4.75,7.95,7.8,4.88,25.5,25.55,6.7,56.25,2.38,1.62
6.96,4.08,5.95,16.69,65.18266666666666,3.65,16.29,8.5,24.88,26.96,27.82,3.55,0.72,14.64,8.93,5.95,8.3,5.38,8.3,3.75,14.0,6.33,6.8,18.42,29.9,6.6,37.48,9.9,4.8
6.14,5.28,9.05,16.25,72.78307692307693,2.73,16.26,10.02,26.25,30.1,24.77,9.9,6.68,16.79,10.28,11.32,15.130666666666666,5.6,10.4,4.07,8.68,6.42,4.45,15.1,13.02,6.58,14.25,11.4,16.7
