IHBAS-CPCB,East-Arjun-Nagar-CPCB,Shadipur-CPCB,Punjabi-Bagh-DPCC
28.93,28.3125,90.34,83.78
30.15,29.3825,84.11,78.4
31.87,30.52,79.49,75.5
34.9,31.5025,70.58,69.97
36.2,32.668,64.7,62.7
36.59,33.108,60.64,60.5
35.9,33.018,55.76,57.8
36.77,32.918000000000006,55.41,65.12
35.58,33.022,58.68,65.72
33.19,32.760000000000005,66.58,69.1
27.3,32.244,91.13,95.22
28.05,31.4625,94.2,96.65
28.22,30.95,95.49,92.28
28.07,30.69,96.78,90.38
30.14,30.525000000000002,97.31,94.1
27.9,30.312500000000004,98.96,95.2
28.09,30.005000000000003,99.0,94.1
27.78,29.652500000000003,99.0,95.62
27.8,29.4225,99.0,95.72
28.3,29.0825,99.0,96.6
28.36,28.9025,99.0,96.2
29.4,28.63,99.0,96.65
27.51,28.4175,99.0,96.8
27.7,28.3025,98.99,96.67
28.66,28.86,98.98,93.28
29.91,29.817500000000003,97.22,85.6
31.87,30.8625,88.62,75.92
32.25,31.7975,77.58,71.45
33.65,33.019999999999996,73.61,67.9
34.49,33.496,69.5,67.78
35.41,33.594,69.6,66.35
34.71,33.338,63.53,63.75
34.89,33.298,62.22,66.6
35.02,32.882,64.33,65.83
32.64,32.172,65.94,67.05
32.2,31.494999999999997,70.97,71.67
27.8,31.07,79.23,75.33
27.85,30.7425,82.83,80.3
28.33,30.5025,87.15,83.68
28.93,30.240000000000002,90.2,83.7
28.5,29.917500000000004,88.63,84.15
28.31,29.58,88.28,83.6
28.27,29.395,89.23,85.25
28.53,29.085,91.44,87.25
29.51,28.8975,92.66,88.72
29.95,28.667500000000004,94.08,89.53
29.11,28.4775,95.51,90.0
28.83,29.453999999999997,96.36,89.7
32.03,30.476666666666663,91.05,84.3
35.39,31.467142857142857,75.25,75.55
34.12,32.004999999999995,71.86,67.53
35.26,32.33666666666667,70.05,64.25
34.74,33.76,69.07,64.55
34.3,33.61,67.61,70.4
33.14,32.81,85.15,89.72
31.94,30.91,76.67,78.05
33.5,30.98,71.43,73.1
33.18,30.34,84.55,79.68
31.06,30.04,86.42,80.53
30.53,29.69,82.33,80.55
29.88,29.04,83.22,81.67
29.8,28.74,85.53,84.2
29.83,28.83,87.64,85.82
29.42,28.68,87.94,85.55
29.07,28.35,86.65,83.33
28.94,27.85,83.63,83.05
28.72,28.03,85.28,83.75
30.31,27.73,85.0,85.7
31.49,27.66,87.62,87.5
33.73,27.44,91.12,89.6
34.25,27.36,92.9,90.2
32.22,27.41,94.3,90.97
34.59,28.16,92.85,87.53
33.83,29.61,85.17,81.4
38.15,30.88,79.01,72.65
37.69,31.89,70.42,68.62
33.8,33.24,66.68,63.5
33.88,34.13,63.67,60.4
34.02,34.59,61.3,58.33
34.46,34.7,58.05,59.25
33.9,34.29,58.44,62.68
33.67,34.11,60.1,64.65
32.15,33.51,61.42,65.4
31.28,32.68,66.3,69.65
30.8,31.97,71.08,74.75
30.2,31.59,74.41,77.7
29.48,31.2,77.71,80.05
28.85,30.98,81.03,82.17
27.83,30.71,83.44,84.68
22.47,30.43,87.04,86.12
21.35,30.07,87.46,87.2
21.12,29.75,88.29,88.2
20.86,29.59,89.95,89.45
20.43,29.34,92.12,90.9
21.92,29.02,93.95,92.3
27.25,28.95,95.43,92.5
28.19,29.84,93.37,88.03
29.34,30.81,84.77,80.45
30.71,31.76,76.02,72.1
35.3,32.76,68.97,68.3
37.23,33.98,63.76,62.8
36.67,34.64,57.56,58.53
35.72,34.75,56.79,58.17
35.26,34.92,56.23,61.1
34.62,34.99,57.12,60.8
34.08,34.71,58.33,61.05
33.19,33.65,63.73,65.35
32.19,32.69,67.51,68.53
31.66,32.21,67.88,71.25
31.07,31.67,72.42,76.3
30.81,31.31,76.34,78.85
30.45,30.95,77.28,80.08
30.26,30.65,77.59,80.5
30.03,30.4,77.69,80.3
29.63,30.11,79.22,81.7
29.45,29.75,81.96,83.32
29.28,29.51,84.41,84.8
29.16,29.35,86.88,85.75
28.76,29.23,88.92,86.9
27.66,29.09,90.43,87.1
28.58,29.03,89.76,84.2
29.63,30.21,81.89,79.53
32.32,31.96,74.63,72.5
36.51,32.86,68.16,65.62
39.02,33.77,57.69,56.25
37.19,34.65,56.16,56.8
37.84,35.12,50.71,51.53
38.58,35.4,48.81,53.12
37.87,35.15,50.97,56.72
38.33,34.69,54.19,58.17
38.19,34.23,58.69,61.92
34.03,33.33,62.36,66.97
37.0,32.78,67.1,71.03
33.81,32.52,70.82,73.55
35.08,32.38,74.58,75.5
33.06,32.18,76.12,75.83
33.86,31.92,74.43,75.53
31.47,31.8,76.14,76.88
30.96,31.56,77.95,78.2
31.24,31.14,79.95,79.93
32.65,30.78,82.3,82.65
32.02,29.75,86.62,81.03
31.32,29.41,87.41,82.18
32.52,29.15,85.29,81.03
33.07,29.88,80.21,77.67
29.99,32.11,70.08,71.92
32.62,33.3,57.83,61.1
35.31,34.33,50.94,53.92
39.07,35.5,46.22,48.97
36.09,35.9,45.11,49.62
39.74,36.65,44.34,48.1
36.95,37.19,42.4,48.85
36.53,36.48,41.21,49.82
35.73,36.35,40.27,48.5
34.74,35.41,42.88,50.9
33.72,34.33,50.67,57.83
33.03,33.6,59.24,64.7
31.78,33.12,64.14,67.47
30.77,32.5,69.63,69.53
30.53,31.9,70.51,71.4
29.27,31.33,70.97,73.3
27.95,31.01,72.44,74.2
27.31,30.85,74.23,77.85
27.17,30.78,78.02,80.8
27.04,30.64,80.33,82.17
26.81,30.34,83.66,84.03
26.69,30.19,85.2,85.3
26.89,29.89,86.93,85.6
29.7,30.55,81.61,81.55
31.11,31.7,69.23,71.42
32.65,32.84,62.6,63.38
34.55,33.97,57.9,58.38
35.27,34.8,54.4,52.08
35.19,34.91,48.86,50.67
35.72,34.91,44.89,49.25
35.84,35.38,43.94,50.3
35.13,35.43,45.3,53.38
35.49,35.84,49.05,54.22
34.98,35.19,49.29,54.6
33.82,34.05,50.19,59.23
33.19,33.47,59.25,65.15
32.69,32.97,63.44,68.33
32.18,32.58,68.22,69.78
31.68,32.2,70.3,71.6
31.41,31.82,72.0,74.75
30.91,31.41,75.58,76.78
30.39,31.05,78.85,78.5
29.59,30.65,81.86,80.6
28.84,30.23,83.37,81.15
28.84,29.84,82.84,81.5
27.98,29.63,84.47,81.62
27.79,29.63,87.83,82.45
30.09,30.22,82.88,80.4
31.52,31.32,72.77,75.03
32.71,32.48,68.17,72.23
33.83,33.56,64.68,66.5
33.73,34.22,58.63,60.95
37.66,34.52,55.0,55.47
35.21,34.82,53.83,56.75
35.13,35.32,51.81,56.6
34.77,35.15,52.65,59.17
34.0,34.49,59.02,63.22
33.45,33.89,62.97,64.72
32.36,32.77,62.84,64.45
31.85,32.1,66.41,68.68
31.58,31.78,70.13,72.18
30.83,31.64,72.31,73.43
29.9,31.66,74.55,74.58
29.73,31.61,76.43,75.75
29.77,31.44,78.11,76.78
30.14,31.19,78.56,76.88
29.8,30.83,78.18,78.75
29.31,30.63,79.65,80.22
29.11,30.49,81.7,81.07
28.82,30.33,84.79,82.33
29.42,30.21,86.23,83.53
30.98,30.41,84.31,81.12
33.0,31.35,77.31,75.83
33.34,31.94,72.12,70.22
37.79,32.68,68.92,67.75
44.19,34.16,66.38,62.1
40.87,34.27,60.58,60.27
36.79,34.67,56.93,54.65
37.22,35.09,51.64,54.08
36.55,35.67,57.03,55.4
34.98,35.49,50.2,53.8
33.83,34.37,52.77,59.02
32.82,33.22,63.47,67.65
32.34,32.6,64.06,68.62
31.93,32.31,69.53,71.23
31.32,32.04,74.28,72.6
29.41,31.9,72.3,72.38
28.84,31.56,75.53,73.72
29.44,31.12,77.59,76.17
30.12,30.77,79.89,76.97
29.69,30.37,80.83,77.58
29.21,29.87,81.93,80.35
28.51,29.42,84.61,82.53
27.42,29.18,87.12,84.55
27.45,29.32,88.9,85.6
30.48,30.63,85.14,82.27
33.63,32.25,72.21,75.9
34.66,32.86,66.59,70.65
33.23,33.46,61.28,63.73
34.51,34.87,57.45,55.77
35.97,35.66,54.59,55.3
36.31,35.46,49.28,52.45
36.9,36.3,53.06,54.9
37.02,35.95,50.17,55.1
36.55,35.18,52.51,57.12
35.89,34.3,57.88,61.62
35.21,33.47,63.45,67.1
34.91,33.11,65.58,69.57
35.05,32.75,68.2,71.72
34.47,32.48,71.36,73.75
33.84,32.23,72.81,74.67
33.73,32.07,74.3,75.35
33.15,32.06,77.24,76.08
32.2,31.62,78.02,77.28
31.68,31.4,79.23,78.9
32.14,31.34,79.61,79.4
32.86,30.93,81.55,79.77
31.93,30.51,84.17,80.32
33.13,29.68,85.57,79.83
34.92,30.04,81.41,77.83
35.66,31.06,73.7,73.67
37.19,32.63,67.46,67.8
35.75,33.94,63.2,63.3
35.98,35.38,59.43,58.42
36.83,35.95,52.59,54.58
36.49,36.73,48.3,50.65
35.39,36.7,47.95,52.5
35.08,36.82,45.7,51.8
34.11,36.42,47.03,53.62
32.95,35.54,51.2,56.55
39.11,34.68,55.7,61.55
40.37,33.97,61.72,65.45
39.23,33.33,64.65,69.75
32.98,32.9,68.89,72.88
32.09,32.37,69.49,72.72
30.87,32.03,71.95,75.03
30.14,31.88,74.31,75.53
30.44,31.47,75.92,76.68
29.91,31.29,77.77,78.08
28.89,30.87,78.02,78.48
28.03,30.59,76.79,78.43
28.17,30.3,78.56,79.62
31.43,30.24,80.91,79.55
29.98,30.93,78.47,77.7
31.14,31.74,73.3,74.3
35.19,33.09,64.38,64.57
35.1,34.83,53.98,55.48
31.74,35.47,50.4,51.85
32.51,36.22,47.54,50.62
32.91,36.45,45.46,48.9
33.2,36.42,43.87,50.12
32.65,36.4,47.5,54.4
33.91,36.02,50.25,55.43
33.9,35.22,50.75,56.27
29.03,34.3,56.31,61.28
27.59,33.79,58.53,63.88
29.09,33.22,61.31,65.97
25.81,32.97,64.5,69.0
25.56,32.67,67.1,71.03
25.47,32.39,68.44,71.73
25.97,32.35,70.9,72.3
26.27,32.02,71.3,71.88
26.04,31.31,71.26,72.9
25.97,31.29,71.77,73.67
25.95,31.16,71.47,74.5
26.5,30.98,73.58,75.83
26.43,30.56,73.71,75.12
27.21,31.01,72.23,74.7
28.05,32.24,68.46,70.77
30.07,33.38,63.86,65.62
32.8,34.83,57.46,58.62
34.88,35.88,53.62,54.62
34.67,36.5,51.19,53.15
35.16,36.87,48.94,52.23
35.61,36.91,49.16,54.42
35.53,36.78,48.38,54.77
34.69,36.45,48.88,54.68
34.19,35.75,51.63,56.95
32.78,34.54,60.46,64.65
31.9,33.76,65.36,68.25
31.49,33.16,67.57,70.5
31.16,32.62,72.39,73.25
30.91,32.41,70.13,72.98
30.54,32.11,71.85,74.72
30.25,31.75,75.33,77.05
30.14,31.45,77.92,78.6
28.37,31.2,78.69,78.43
27.69,31.06,79.46,79.97
27.43,30.84,82.0,82.08
27.24,30.49,85.4,83.05
27.21,30.39,86.54,83.1
28.14,30.86,83.28,79.75
29.27,32.05,75.71,74.17
27.13,33.16,68.17,68.4
26.05,33.9,62.18,61.95
29.37,34.64,56.56,56.15
29.91,35.31,52.64,53.2
36.31,35.72,48.42,49.62
36.5,36.04,47.77,51.88
36.36,36.04,47.5,53.35
35.94,35.52,50.16,54.88
35.16,34.9,52.2,56.75
33.25,33.94,57.91,61.35
32.77,33.52,63.77,67.35
32.16,33.06,67.47,68.47
31.71,32.54,68.13,69.5
31.1,32.17,67.77,70.85
30.72,31.67,70.05,71.35
29.9,30.98,73.21,73.88
29.05,30.54,75.99,75.65
28.72,30.46,78.36,77.47
28.74,30.5,79.44,78.55
28.11,30.27,81.72,79.75
28.15,30.16,83.54,81.3
28.95,29.94,84.89,82.47
29.37,30.13,82.31,80.58
30.4,30.79,76.44,76.2
31.41,31.68,70.0,69.85
32.33,32.44,66.41,64.47
33.61,33.44,59.34,58.17
33.96,34.3,55.01,55.43
34.63,34.94,44.69,49.0
35.03,35.51,40.89,49.88
34.69,35.87,41.04,49.88
34.22,35.2,42.25,50.6
33.35,34.19,51.79,56.8
32.49,33.29,59.55,64.45
32.02,32.76,65.49,68.38
31.7,32.33,69.37,71.6
31.4,32.07,71.5,72.85
31.15,31.81,72.38,73.85
30.89,31.58,72.9,74.8
30.54,31.38,73.32,75.82
30.27,31.2,74.52,77.38
30.22,31.08,77.36,77.22
29.98,30.77,76.04,76.88
29.49,30.42,76.53,77.35
29.11,30.0,78.29,78.65
28.98,29.72,79.65,80.43
29.45,30.01,77.63,78.67
30.29,31.06,72.59,74.08
31.42,31.89,68.45,68.75
32.75,33.11,61.78,61.58
33.75,34.25,55.97,55.45
34.68,35.13,51.13,53.72
35.21,35.64,48.54,50.55
34.93,35.44,47.62,50.33
34.66,35.49,51.87,52.62
34.68,35.88,51.72,56.45
34.3,35.52,54.27,59.15
33.28,34.02,58.26,62.15
32.69,33.32,62.32,66.75
32.34,33.01,67.73,70.15
31.95,32.78,70.11,72.8
31.55,32.39,69.56,71.5
31.14,32.05,69.97,71.5
30.75,31.75,72.78,73.28
30.16,31.13,75.09,74.02
29.61,30.81,75.28,75.2
28.77,30.78,77.96,76.95
28.58,30.79,78.3,78.67
28.73,30.44,72.98,76.65
28.45,29.28,72.75,73.9
28.41,28.95,75.93,75.33
29.43,29.41,78.48,75.83
30.35,30.37,75.42,72.62
32.45,31.97,68.84,65.55
33.27,33.09,62.59,58.75
34.17,34.06,57.56,54.95
34.75,34.95,55.92,57.0
34.32,35.09,51.03,56.62
34.71,34.99,57.24,60.38
33.7,34.89,54.99,61.95
32.6,33.93,56.82,61.83
32.45,33.38,59.12,63.1
31.95,33.06,61.37,65.47
31.68,32.83,62.19,66.47
31.15,32.65,63.96,67.83
30.89,32.38,66.15,69.42
30.87,31.75,66.89,70.95
30.58,31.27,69.62,71.92
30.27,31.04,71.16,73.17
30.18,30.78,72.18,73.4
29.63,30.05,73.95,75.12
29.06,29.49,77.06,77.25
28.63,28.96,80.17,78.8
28.23,28.66,82.06,80.88
28.44,28.65,81.71,79.88
29.25,29.08,78.22,76.43
30.0,30.18,76.11,72.65
31.68,31.46,68.81,67.3
32.97,32.49,62.2,60.77
32.64,32.82,60.1,57.17
33.05,32.57,57.41,54.58
33.74,34.12,58.14,57.3
33.69,33.87,55.55,58.58
33.29,33.66,54.16,59.33
32.51,33.3,55.58,59.65
31.17,32.6,59.12,63.53
30.65,32.33,61.88,65.75
30.41,31.99,64.48,68.0
30.33,31.81,66.5,70.12
30.56,31.45,67.27,70.97
30.13,30.66,68.95,72.18
29.02,29.44,75.89,75.62
28.27,28.81,78.59,77.62
27.84,28.4,79.34,78.53
27.43,28.0,79.65,78.67
26.63,27.28,81.05,79.78
25.83,26.34,83.88,82.05
25.94,26.27,88.44,85.12
26.39,26.48,87.81,83.0
27.91,27.58,84.34,78.83
29.03,29.14,76.29,73.15
27.82,30.63,69.66,66.47
27.57,32.14,64.86,61.85
28.01,33.69,61.61,60.3
28.64,34.22,57.4,57.1
28.88,34.09,51.71,55.02
28.77,34.77,50.27,55.98
28.82,34.8,50.95,56.53
27.98,34.17,51.93,58.38
27.18,32.94,58.68,64.4
26.57,32.45,64.74,68.65
25.99,32.2,64.33133333333333,70.9
27.159375,31.83,67.782,73.15
24.65,30.96,73.95,75.12
24.3,30.21,75.9,73.92
23.71,29.17,79.69,75.92
23.2,28.47,85.22,80.12
22.82,28.12,87.39,81.07
22.69,27.97,88.56,81.12
22.56,27.77,89.77,81.33
22.28,27.52,90.19,81.6
22.09,27.26,90.58,81.45
22.76,27.71,85.6,77.97
24.47,29.39,73.64,72.38
26.69,31.49,63.53,65.15
32.26,33.27,54.77,57.65
34.36,34.81,48.7,50.9
35.21,35.65,42.64,47.55
35.61,36.07,39.67,45.75
35.81,36.28,39.8,47.45
35.54,36.36,37.19,45.33
35.08,35.91,39.32,47.5
34.17,35.07,41.06,50.25
32.89,33.88,46.87,56.1
31.72,33.23,53.89,61.42
29.7,32.61,63.44,66.65
30.04,32.07,68.45,69.78
28.99,31.56,73.16,72.6
27.52,31.09,75.12,73.8
27.96,30.65,76.43,75.17
26.8,30.2,79.01,77.22
25.87,29.77,80.02,78.02
25.7,29.54,81.06,79.48
26.35,29.2,81.2,75.57
27.12,28.82,77.78,78.25
27.01,29.0,73.31,74.17
28.99,29.89,65.66,69.28
30.46,30.35,57.56,63.75
31.57,31.73,54.98,58.9
32.36,32.89,50.76,56.38
32.01,32.6,53.17,56.67
32.82,32.64,54.74,59.35
31.3,31.74,58.25,62.9
30.93,31.28,53.08,59.38
31.35,32.31,50.3,57.4
31.48,32.66,51.35,58.27
31.0,31.75,51.24,59.33
30.37,31.52,53.14,60.67
28.95,30.78,57.72,62.17
29.53,30.01,55.16,61.5
29.11,29.52,54.44,62.7
28.48,29.19,60.34,63.67
28.71,28.96,54.7,62.08
28.43,29.06,54.75,61.23
28.13,28.7,56.68,62.85
27.61,28.23,59.56,65.28
27.02,27.74,62.66,69.05
26.34,27.06,67.32,71.88
25.76,26.44,71.64,74.8
25.7,26.42,73.4,76.08
26.13,26.67,73.4,76.03
27.96,27.79,67.82,71.38
29.33,29.5,62.31,65.08
30.51,30.74,56.47,58.0
31.78,31.75,52.6,53.05
32.73,33.1,48.71,51.08
33.31,33.73,46.04,48.88
34.18,34.62,39.8,48.6
34.34,34.85,36.16,45.85
33.9,34.42,36.84,45.83
32.9,33.57,40.83,50.7
31.64,32.44,48.75,58.28
30.79,31.87,54.44,62.2
29.5,31.36,60.64,66.03
26.75,30.99,64.82,70.53
28.12,30.69,68.57,72.12
28.55,30.25,68.96,73.72
28.36,29.94,70.48,73.17
27.23,29.58,71.46,74.9
26.74,29.3,75.21,75.2
27.53,28.98,76.75,74.3
26.28,28.29,75.55,74.8
25.15,27.38,75.92,73.8
26.17,27.33,71.59,71.7
27.82,28.35,63.42,69.12
29.53,29.79,56.19,63.2
31.14,31.01,52.11,59.38
32.33,32.21,48.85,54.08
33.44,33.4,45.2,49.42
34.16,34.42,40.93,47.1
34.73,34.81,36.3,43.83
35.03,35.05,37.09,45.7
35.0,34.72,37.34,47.03
34.51,34.48,40.52,49.83
33.31,33.52,43.5,53.23
32.12,32.18,50.28,58.1
31.5,31.46,53.6,60.77
30.93,31.01,55.46,62.4
30.44,30.45,59.47,66.08
30.02,30.09,62.21,69.03
29.55,29.61,64.5,71.65
28.93,29.14,67.36,73.67
28.61,28.64,71.57,74.58
28.12,28.28,74.61,75.88
27.81,28.04,76.06,77.33
27.59,28.02,77.08,78.15
27.62,27.75,79.79,78.88
27.62,27.54,82.77,79.0
28.35,27.95,78.81,77.05
29.47,29.0,70.13,72.9
31.0,30.52,64.06,67.65
32.73,31.98,58.21,59.67
33.77,33.3,49.98,51.7
34.75,33.87,45.87,49.65
35.3,34.47,40.73,46.58
35.01,34.44,39.93,48.25
34.61,34.19,44.57,50.48
34.28,33.9,41.4,50.12
33.11,32.83,49.6,56.75
31.9,31.74,54.73,61.4
31.23,31.02,57.31,64.15
30.68,30.43,59.13,65.53
29.86,29.76,61.16,67.35
29.2,29.14,63.88,70.02
28.7,28.73,66.55,73.35
28.6,28.64,63.99,72.53
28.57,28.55,63.39,71.17
28.41,28.46,63.96,70.05
27.74,28.3,64.12,70.83
27.73,27.75,68.66,74.62
27.06,26.71,72.2,75.53
26.81,26.52,72.39,76.93
27.55,27.2,71.59,75.78
29.18,28.62,66.79,70.78
31.16,30.21,59.69,63.68
31.94,31.65,48.17,52.7
32.99,32.98,40.34,45.6
33.72,33.74,35.75,43.02
34.4,34.37,34.51,42.42
34.36,34.51,33.48,43.88
34.34,34.37,34.81,45.33
33.68,33.88,38.41,48.0
32.69,33.08,41.08,51.67
31.45,31.93,45.75,56.58
30.3,31.01,50.5,59.35
29.62,30.18,56.18,64.7
28.99,29.63,58.95,67.25
28.56,29.1,60.82,68.98
28.09,28.59,66.25,72.08
27.81,28.34,67.27,72.55
27.75,28.3,67.57,72.45
27.26,27.78,70.92,74.83
26.96,27.54,73.51,74.6
26.91,27.12,71.59,74.48
26.67,26.21,70.94,72.95
26.73,26.26,71.4,71.43
27.54,26.98,66.26,69.78
29.22,29.02,59.72,65.97
30.8,30.39,54.14,60.1
32.19,31.82,49.41,54.15
33.57,33.4,42.83,47.8
34.33,34.15,38.41,44.83
35.01,34.76,35.27,42.75
35.19,34.97,32.52,43.12
35.4,34.88,31.83,43.05
35.11,35.09,34.34,46.02
33.87,34.28,36.63,48.17
32.32,32.89,37.47,51.02
31.06,31.88,46.66,56.17
30.89,31.62,50.21,60.58
29.56,30.99,46.72,60.97
29.01,30.15,50.78,62.05
27.99,29.65,57.54,66.4
28.09,29.08,61.99,69.2
28.32,28.5,64.84,71.92
27.97,27.94,69.07,74.32
27.54,27.84,72.08,75.83
27.84,27.48,72.84,76.35
27.0,26.88,77.67,77.1
27.14,26.25,77.2,71.22
29.18,26.17,68.67,67.83
33.35,27.19,61.07,67.97
35.7,29.54,60.84,65.93
37.44,31.17,55.77,58.28
38.92,32.85,48.8,51.62
40.75,33.82,39.59,45.72
40.93,34.24,38.98,44.8
35.94,34.82,34.55,44.23
36.48,34.98,32.53,44.25
37.09,34.52,37.41,47.22
31.25,33.45,42.19,52.97
30.05,32.41,51.66,59.02
28.9,31.64,56.97,61.88
28.26,31.05,57.41,63.62
27.35,30.24,59.42,66.12
26.59,29.54,62.36,68.82
25.96,29.1,66.31,71.93
24.41,28.97,71.29,74.22
25.14,28.66,71.7,74.6
24.16,28.01,71.74,75.03
22.71,27.44,74.68,75.0
21.01,27.1,74.84,78.6
20.22,26.89,77.58,80.52
20.64,26.79,80.91,81.83
24.34,27.05,80.72,79.83
26.21,28.16,66.31,71.05
28.36,29.76,56.56,62.4
30.64,31.4,48.23,53.62
32.09,32.69,39.72,44.33
33.47,33.73,30.06,38.65
34.67,34.44,26.03,36.5
34.97,34.59,25.98,38.4
34.97,34.43,25.78,39.23
36.4,34.06,27.73,40.55
34.54,33.39,32.31,44.1
34.0,32.09,37.52,50.0
32.78,31.41,40.41,54.23
42.95,30.53,44.8,57.67
35.92,29.95,47.36,59.23
30.37,29.15,49.95,61.85
42.14,28.52,56.32,65.43
29.12,28.04,63.24,69.72
32.78,27.22,64.08,71.3
30.91,26.57,67.08,73.28
28.49,26.36,71.87,74.75
28.59,26.12,74.73,73.3
28.98,25.98,76.61,73.27
36.13,25.54,76.18,72.82
38.97,26.46,67.73,73.15
37.47,28.22,58.84,67.28
37.33,29.55,51.78,60.33
28.78,30.49,46.03,51.55
28.48,32.25,36.59,43.15
33.62500000000001,33.43,31.68,40.3
33.28076923076923,33.85,26.91,37.62
31.28,34.08,26.98,40.05
25.97,34.06,29.83,42.25
31.25,33.58,31.47,44.12
31.38444444444444,32.38,32.87,46.25
30.438888888888886,31.39,39.74,51.73
30.276,30.68,43.33,55.1
31.380000000000003,29.95,44.82,57.25
30.925555555555555,29.27,48.49,60.27
30.006249999999998,28.46,53.53,64.17
31.65777777777778,28.18,57.25,66.75
36.88,27.86,58.84,67.12
36.61,27.56,61.41,68.33
30.489166666666673,27.37,63.73,69.45
30.05384615384616,27.04,65.03,71.83
36.55,26.74,66.19,71.0
34.42,25.98,66.96,71.72
35.02,25.43,67.83,72.93
27.29,25.76,65.28,70.9
25.73,26.93,55.88,64.7
21.07,28.71,49.1,59.38
24.09,30.48,41.98,49.67
31.29,32.1,34.96,42.52
36.2,33.15,31.68,40.73
33.22,33.86,28.56,39.6
29.7,34.2,28.82,42.0
20.45,34.29,28.24,40.98
30.82,34.02,27.41,41.12
29.72,33.11,25.52,41.2
28.19,31.72,30.33,46.8
27.1,30.76,36.99,51.65
26.2,29.88,40.77,54.97
28.04,29.16,46.61,58.5
28.94,28.47,51.22,62.55
28.6,28.2,55.67,65.67
27.86,28.16,55.61,64.88
27.8,27.89,57.65,67.5
27.78,27.39,61.45,68.75
31.4,27.02,64.32,70.08
23.15,26.33,66.91,71.38
22.27,25.89,63.72,68.75
21.93,25.28,63.79,69.05
22.88,25.78,59.92,67.28
24.95,27.14,55.98,63.75
29.42,29.08,49.99,58.82
31.93,30.43,43.42,50.85
32.44,32.06,35.64,42.77
33.16,33.41,28.4,40.27
34.17,34.39,29.11,39.62
34.41,34.62,28.17,40.8
34.46,34.8,27.48,40.47
33.91,34.4,27.77,41.73
32.53,33.38,32.09,46.2
30.7,32.0,37.76,51.23
28.56,31.17,42.78,56.17
25.56,30.31,46.93,60.2
23.83,29.44,51.51,62.38
23.31,28.87,54.19,64.58
22.62,28.7,54.72,63.42
22.5,28.22,57.37,67.03
22.57,27.82,56.78,69.5
22.23,27.42,60.07,71.17
22.42,26.68,65.28,73.2
23.45,26.16,70.08,73.83
22.85,25.8,71.58,74.42
22.5,25.66,73.05,73.7
25.33,26.14,63.38,68.47
27.08,27.46,56.32,64.65
28.99,29.29,49.5,58.85
30.77,31.45,43.71,51.1
32.26,32.62,38.39,45.0
33.31,33.78,32.41,41.8
34.09,34.45,29.5,40.6
34.37,34.73,25.11,38.73
34.03,34.6,25.95,39.72
33.35,34.1,30.27,43.5
32.05,33.2,32.88,47.52
30.19,31.94,40.37,54.27
28.98,31.17,43.13,57.48
29.23,30.53,42.37,56.95
28.89,29.88,45.84,59.35
28.34,29.33,50.37,61.38
27.57,28.87,54.72,63.05
27.12,28.44,56.89,66.03
26.46,27.84,60.22,67.85
26.05,27.46,60.72,71.53
25.64,27.46,60.73,71.28
25.28,26.83,60.65,71.47
24.78,26.52,64.77,73.22
23.91,26.15,68.2,73.92
25.23,26.55,68.47,72.12
27.81,27.56,57.96,66.05
29.74,30.07,50.75,61.42
31.23,31.8,46.26,53.0
32.17,32.84,42.2,48.23
33.25,33.49,35.95,45.08
33.85,34.13,27.16,38.88
33.94,34.51,26.41,40.7
33.76,34.42,27.32,41.17
33.2,33.84,30.14,44.45
32.01,32.93,34.38,46.68
30.88,31.83,36.05,50.88
30.08,31.16,39.22,54.55
29.07,30.3,40.1,55.48
28.67,29.61,43.19,57.75
28.05,29.08,46.91,60.77
27.46,28.54,52.16,63.78
26.87,28.15,54.86,66.68
25.39,27.73,58.77,69.58
23.23,27.42,60.83,71.65
23.98,27.21,66.59,74.05
23.42,26.81,65.75,71.55
22.37,26.4,67.18,72.05
22.21,26.22,67.3,72.08
25.17,26.44,65.92,68.8
27.19,27.69,57.39,65.65
29.43,29.61,50.45,60.95
30.71,31.51,45.6,53.05
32.4,32.87,40.41,46.52
33.57,33.68,35.92,43.9
33.91,34.32,31.48,41.88
34.2,34.79,28.13,40.3
33.7,34.3,23.93,38.55
33.16,33.64,26.46,42.12
32.0,32.91,30.55,46.0
30.45,31.77,36.46,51.75
29.8,30.88,42.77,57.25
29.07,30.03,46.16,58.98
28.27,29.4,47.82,61.0
27.66,28.78,51.64,63.5
27.3,28.43,56.02,66.45
26.9,28.03,58.79,69.03
25.55,27.55,60.83,71.6
23.75,27.26,65.28,72.47
23.76,26.91,66.85,73.7
24.91,26.39,67.01,73.78
24.7,25.94,67.21,73.15
23.86,25.72,68.53,72.8
25.71,26.5,66.46,71.2
27.9,28.05,58.39,66.68
29.28,30.02,50.74,60.7
30.75,31.01,45.77,51.95
31.76,32.05,41.84,47.92
32.72,32.84,38.81,46.8
33.3,33.4,35.03,44.12
33.5,33.82,31.09,43.08
33.12,33.76,32.19,43.55
32.53,33.18,38.37,48.67
31.54,32.28,37.45,49.9
30.59,31.43,39.8,53.55
29.92,30.75,43.58,56.4
29.13,29.94,46.97,58.12
28.21,29.16,50.64,60.9
27.62,28.55,52.64,63.3
27.22,28.38,55.44,66.03
26.91,28.03,59.3,68.07
26.26,27.53,62.5,69.65
25.94,27.14,63.01,70.4
25.77,26.74,64.34,71.55
25.63,26.41,66.36,72.17
25.24,26.02,67.5,73.58
